Type	Frequency	bleu	chrf	macrof	microf	macrobleu	microbleu
cute	1	99.99329	0.999973	99.98495	99.99573	99.98330	99.99164	
czech	1	99.99544	0.999973	99.98495	99.99573	99.98232	99.99290	
custody	1	99.99544	0.999974	99.98495	99.99573	99.98452	99.99357	
curler	1	99.99329	0.999967	99.98495	99.99573	99.98403	99.99158	
currywurst	1	99.99544	0.999965	99.98495	99.99573	99.98310	99.99262	
cummings	1	99.99329	0.999961	99.98495	99.99573	99.97890	99.99143	
curator	1	99.99329	0.999964	99.98495	99.99573	99.97958	99.99126	
curl	1	99.99544	0.999983	99.98495	99.99573	99.98488	99.99266	
cultural	1	99.99329	0.999970	99.98495	99.99573	99.97987	99.99163	
cultivation	1	99.99402	0.999953	99.98495	99.99573	99.98393	99.99227	
culprits	1	99.99402	0.999961	99.98495	99.99573	99.98398	99.99199	
culatello	1	99.99329	0.999958	99.98495	99.99573	99.97163	99.99139	
ct	1	99.99329	0.999984	99.98495	99.99573	99.98258	99.99143	
crystal	1	99.99329	0.999969	99.98495	99.99573	99.98144	99.99192	
cryptic	1	99.99402	0.999964	99.98495	99.99573	99.98353	99.99225	
crying	1	99.99329	0.999967	99.98495	99.99573	99.98144	99.99136	
crumpled	1	99.99329	0.999961	99.98495	99.99573	99.98373	99.99188	
crucial	1	99.99329	0.999964	99.98495	99.99573	99.98302	99.99231	
crowning	1	99.99329	0.999966	99.98495	99.99573	99.98347	99.99136	
crossed	1	99.99329	0.999964	99.98495	99.99573	99.98367	99.99158	
crowned	1	99.99329	0.999964	99.98495	99.99573	99.98409	99.99150	
crossroads	1	99.99329	0.999955	99.98495	99.99573	99.98391	99.99141	
crossbar	1	99.99329	0.999961	99.98495	99.99573	99.98297	99.99150	
croatia	1	99.99751	0.999979	99.98495	99.99573	99.98495	99.99573	
crop	1	99.99329	0.999973	99.98495	99.99573	99.97769	99.99165	
criticised	1	99.99544	0.999965	99.98495	99.99573	99.98465	99.99251	
critics	1	99.99329	0.999964	99.98495	99.99573	99.98282	99.99167	
critical	1	99.99329	0.999961	99.98495	99.99573	99.98384	99.99155	
criticizing	1	99.99329	0.999952	99.98495	99.99573	99.98278	99.99214	
criteria	1	99.99329	0.999961	99.98495	99.99573	99.97941	99.99152	
crisp	1	99.99329	0.999970	99.98495	99.99573	99.98456	99.99149	
crew	1	99.99329	0.999973	99.98495	99.99573	99.98401	99.99215	
creators	1	99.99544	0.999964	99.98495	99.99573	99.98484	99.99304	
creator	1	99.99329	0.999964	99.98495	99.99573	99.98272	99.99090	
cream	1	99.99544	0.999980	99.98495	99.99573	99.98114	99.99246	
crazy	1	99.99329	0.999970	99.98495	99.99573	99.98372	99.99036	
crashing	1	99.99544	0.999964	99.98495	99.99573	99.98393	99.99319	
crappy	1	99.99329	0.999967	99.98495	99.99573	99.98420	99.99162	
crank	1	99.99329	0.999970	99.98495	99.99573	99.98437	99.99141	
craftsmen	1	99.99329	0.999958	99.98495	99.99573	99.98199	99.99158	
craig	1	99.99329	0.999975	99.98495	99.99573	99.97524	99.99168	
cracks	1	99.99329	0.999967	99.98495	99.99573	99.98363	99.99240	
cracked	1	99.99329	0.999964	99.98495	99.99573	99.98117	99.99152	
covering	1	99.99329	0.999961	99.98495	99.99573	99.98064	99.99191	
coveted	1	99.99402	0.999964	99.98495	99.99573	99.98048	99.99171	
cover	1	99.99329	0.999970	99.98495	99.99573	99.98402	99.99181	
coup	1	99.99329	0.999973	99.98495	99.99573	99.98320	99.99179	
countless	1	99.99329	0.999958	99.98495	99.99573	99.98103	99.99167	
counts	1	99.99544	0.999977	99.98495	99.99573	99.98488	99.99353	
counterattack	1	99.99329	0.999955	99.98495	99.99573	99.98163	99.99188	
counted	1	99.99329	0.999964	99.98495	99.99573	99.98115	99.99160	
counselors	1	99.99544	0.999955	99.98495	99.99573	99.98373	99.99360	
costume	1	99.99329	0.999969	99.98495	99.99573	99.97812	99.99183	
corruption	1	99.99329	0.999955	99.98495	99.99573	99.98337	99.99158	
corridors	1	99.99329	0.999963	99.98495	99.99573	99.97488	99.99127	
corresponding	1	99.99329	0.999946	99.98495	99.99573	99.98137	99.99161	
correctness	1	99.99544	0.999962	99.98495	99.99573	99.98313	99.99253	
correct	1	99.99329	0.999964	99.98495	99.99573	99.98110	99.99185	
correctly	1	99.99544	0.999968	99.98495	99.99573	99.98485	99.99405	
corporate	1	99.99402	0.999963	99.98495	99.99573	99.98297	99.99192	
corpse	1	99.99751	0.999982	99.98495	99.99573	99.98495	99.99573	
corners	1	99.99329	0.999964	99.98495	99.99573	99.98419	99.99175	
coquetting	1	99.99329	0.999955	99.98495	99.99573	99.98169	99.99150	
coordination	1	99.99329	0.999949	99.98495	99.99573	99.98290	99.99181	
copy	1	99.99329	0.999973	99.98495	99.99573	99.98021	99.99170	
cooperative	1	99.99544	0.999962	99.98495	99.99573	99.98394	99.99262	
coordinated	1	99.99329	0.999952	99.98495	99.99573	99.98320	99.99167	
cooperates	1	99.99329	0.999955	99.98495	99.99573	99.98241	99.99216	
coons	1	99.99329	0.999975	99.98495	99.99573	99.98110	99.99150	
convincingly	1	99.99329	0.999949	99.98495	99.99573	99.97161	99.99085	
convinced	1	99.99329	0.999958	99.98495	99.99573	99.98466	99.99158	
convey	1	99.99329	0.999967	99.98495	99.99573	99.98123	99.99159	
conversion	1	99.99544	0.999955	99.98495	99.99573	99.98486	99.99322	
convenience	1	99.99329	0.999954	99.98495	99.99573	99.98396	99.99159	
controls	1	99.99329	0.999961	99.98495	99.99573	99.98245	99.99122	
controlled	1	99.99329	0.999955	99.98495	99.99573	99.97954	99.99179	
contributed	1	99.99329	0.999952	99.98495	99.99573	99.97730	99.99163	
contrary	1	99.99544	0.999971	99.98495	99.99573	99.98467	99.99215	
contradictory	1	99.99329	0.999946	99.98495	99.99573	99.98022	99.99209	
contradict	1	99.99402	0.999955	99.98495	99.99573	99.98298	99.99144	
continually	1	99.99402	0.999952	99.98495	99.99573	99.98175	99.99149	
contentious	1	99.99329	0.999952	99.98495	99.99573	99.98146	99.99174	
content	1	99.99329	0.999964	99.98495	99.99573	99.98057	99.99157	
contained	1	99.99329	0.999958	99.98495	99.99573	99.98114	99.99095	
contain	1	99.99329	0.999964	99.98495	99.99573	99.98347	99.99174	
consultant	1	99.99329	0.999955	99.98495	99.99573	99.97530	99.99090	
constructive	1	99.99329	0.999954	99.98495	99.99573	99.98399	99.99145	
consumption	1	99.99329	0.999952	99.98495	99.99573	99.97548	99.99153	
constant	1	99.99329	0.999961	99.98495	99.99573	99.97731	99.99148	
conspicuous	1	99.99329	0.999952	99.98495	99.99573	99.97946	99.99158	
considers	1	99.99329	0.999958	99.98495	99.99573	99.97873	99.99061	
considerable	1	99.99329	0.999954	99.98495	99.99573	99.98433	99.99226	
consider	1	99.99329	0.999961	99.98495	99.99573	99.98311	99.99097	
conserves	1	99.99329	0.999958	99.98495	99.99573	99.98350	99.99155	
consecutively	1	99.99329	0.999946	99.98495	99.99573	99.98424	99.99231	
connection	1	99.99402	0.999955	99.98495	99.99573	99.98067	99.99224	
connected	1	99.99329	0.999963	99.98495	99.99573	99.98204	99.99260	
connect	1	99.99402	0.999964	99.98495	99.99573	99.97990	99.99185	
conjured	1	99.99329	0.999966	99.98495	99.99573	99.98364	99.99162	
congenially	1	99.99329	0.999952	99.98495	99.99573	99.98049	99.99137	
congress	1	99.99329	0.999961	99.98495	99.99573	99.98449	99.99142	
confusing	1	99.99329	0.999958	99.98495	99.99573	99.98306	99.99178	
confronted	1	99.99329	0.999955	99.98495	99.99573	99.98093	99.99165	
confirms	1	99.99329	0.999961	99.98495	99.99573	99.98275	99.99248	
confidently	1	99.99329	0.999952	99.98495	99.99573	99.98007	99.99138	
confidence	1	99.99329	0.999955	99.98495	99.99573	99.97601	99.99093	
conferences	1	99.99329	0.999957	99.98495	99.99573	99.98340	99.99185	
condition	1	99.99402	0.999964	99.98495	99.99573	99.98452	99.99134	
conditional	1	99.99329	0.999964	99.98495	99.99573	99.98424	99.99217	
condemns	1	99.99329	0.999961	99.98495	99.99573	99.98322	99.99094	
concussion	1	99.99544	0.999965	99.98495	99.99573	99.98313	99.99253	
concurrently	1	99.99751	0.999964	99.98495	99.99573	99.98495	99.99573	
concurrent	1	99.99402	0.999955	99.98495	99.99573	99.98183	99.99140	
concretely	1	99.99544	0.999965	99.98495	99.99573	99.98388	99.99320	
concrete	1	99.99402	0.999961	99.98495	99.99573	99.97999	99.99074	
conclusive	1	99.99329	0.999955	99.98495	99.99573	99.98360	99.99164	
conclusions	1	99.99329	0.999952	99.98495	99.99573	99.97986	99.99169	
concession	1	99.99329	0.999955	99.98495	99.99573	99.98106	99.99089	
concerts	1	99.99329	0.999961	99.98495	99.99573	99.98381	99.99227	
concept	1	99.99544	0.999974	99.98495	99.99573	99.98465	99.99242	
concentrate	1	99.99329	0.999952	99.98495	99.99573	99.98284	99.99119	
conceded	1	99.99329	0.999961	99.98495	99.99573	99.98032	99.99179	
concede	1	99.99329	0.999964	99.98495	99.99573	99.98462	99.99161	
comrades	1	99.99329	0.999961	99.98495	99.99573	99.98402	99.99179	
comradeship	1	99.99329	0.999952	99.98495	99.99573	99.98189	99.99145	
computing	1	99.99329	0.999972	99.98495	99.99573	99.98245	99.99184	
computers	1	99.99329	0.999958	99.98495	99.99573	99.97809	99.99146	
computer	1	99.99329	0.999961	99.98495	99.99573	99.98159	99.99172	
compulsory	1	99.99544	0.999965	99.98495	99.99573	99.98463	99.99331	
comprehensibly	1	99.99544	0.999953	99.98495	99.99573	99.98359	99.99255	
composer	1	99.99329	0.999961	99.98495	99.99573	99.98312	99.99176	
comply	1	99.99329	0.999967	99.98495	99.99573	99.98478	99.99234	
compliments	1	99.99544	0.999955	99.98495	99.99573	99.98383	99.99309	
complications	1	99.99329	0.999946	99.98495	99.99573	99.98428	99.99161	
complicated	1	99.99402	0.999952	99.98495	99.99573	99.97753	99.99166	
complex	1	99.99329	0.999964	99.98495	99.99573	99.97714	99.99193	
completeness	1	99.99329	0.999949	99.98495	99.99573	99.97843	99.99164	
complaint	1	99.99329	0.999958	99.98495	99.99573	99.98231	99.99190	
complains	1	99.99329	0.999958	99.98495	99.99573	99.98146	99.99180	
competitor	1	99.99402	0.999956	99.98495	99.99573	99.97766	99.99172	
complained	1	99.99402	0.999955	99.98495	99.99573	99.97961	99.99144	
competing	1	99.99329	0.999958	99.98495	99.99573	99.98459	99.99161	
competed	1	99.99329	0.999961	99.98495	99.99573	99.98316	99.99209	
compensate	1	99.99329	0.999955	99.98495	99.99573	99.98386	99.99161	
comparison	1	99.99544	0.999965	99.98495	99.99573	99.98419	99.99321	
compatible	1	99.99329	0.999955	99.98495	99.99573	99.98335	99.99201	
companions	1	99.99329	0.999960	99.98495	99.99573	99.98426	99.99172	
comparable	1	99.99329	0.999955	99.98495	99.99573	99.98059	99.99182	
communications	1	99.99751	0.999958	99.98495	99.99573	99.98495	99.99573	
communicating	1	99.99329	0.999946	99.98495	99.99573	99.97918	99.99169	
commissioned	1	99.99329	0.999949	99.98495	99.99573	99.98158	99.99124	
commented	1	99.99544	0.999968	99.98495	99.99573	99.98407	99.99345	
comment	1	99.99329	0.999964	99.98495	99.99573	99.98455	99.99148	
commended	1	99.99329	0.999958	99.98495	99.99573	99.98184	99.99177	
commemorative	1	99.99329	0.999946	99.98495	99.99573	99.98467	99.99214	
command	1	99.99329	0.999964	99.98495	99.99573	99.98456	99.99105	
comfortably	1	99.99329	0.999953	99.98495	99.99573	99.98087	99.99151	
comedy	1	99.99329	0.999967	99.98495	99.99573	99.98308	99.99182	
comedian	1	99.99751	0.999976	99.98495	99.99573	99.98495	99.99573	
combined	1	99.99329	0.999961	99.98495	99.99573	99.98322	99.99149	
comeback	1	99.99329	0.999961	99.98495	99.99573	99.97966	99.99166	
combinations	1	99.99329	0.999949	99.98495	99.99573	99.97961	99.99167	
column	1	99.99329	0.999967	99.98495	99.99573	99.98097	99.99099	
collisions	1	99.99329	0.999955	99.98495	99.99573	99.98439	99.99101	
collision	1	99.99544	0.999968	99.98495	99.99573	99.98478	99.99205	
collecting	1	99.99751	0.999970	99.98495	99.99573	99.98495	99.99573	
collectibles	1	99.99329	0.999949	99.98495	99.99573	99.98187	99.99135	
collect	1	99.99329	0.999964	99.98495	99.99573	99.98315	99.99251	
collapsed	1	99.99329	0.999958	99.98495	99.99573	99.98210	99.99160	
colby	1	99.99329	0.999970	99.98495	99.99573	99.98211	99.99185	
coherent	1	99.99329	0.999961	99.98495	99.99573	99.98368	99.99161	
colbatzky	1	99.99329	0.999958	99.98495	99.99573	99.98425	99.99183	
coercive	1	99.99329	0.999961	99.98495	99.99573	99.97698	99.99172	
codenames	1	99.99329	0.999958	99.98495	99.99573	99.98290	99.99139	
coded	1	99.99544	0.999980	99.98495	99.99573	99.98483	99.99364	
coburger	1	99.99402	0.999961	99.98495	99.99573	99.98197	99.99115	
cocktail	1	99.99329	0.999961	99.98495	99.99573	99.98322	99.99172	
coburg	1	99.99751	0.999982	99.98495	99.99573	99.98495	99.99573	
coat	1	99.99329	0.999973	99.98495	99.99573	99.98196	99.99178	
cm	1	99.99329	0.999979	99.98495	99.99573	99.98202	99.99168	
co.	1	99.99329	0.999976	99.98495	99.99573	99.98080	99.99100	
clue	1	99.99329	0.999973	99.98495	99.99573	99.98277	99.99099	
clots	1	99.99544	0.999980	99.98495	99.99573	99.98308	99.99254	
clothing	1	99.99329	0.999961	99.98495	99.99573	99.97909	99.99167	
closes	1	99.99329	0.999967	99.98495	99.99573	99.98051	99.99094	
closely	1	99.99329	0.999973	99.98495	99.99573	99.98338	99.99171	
clock	1	99.99329	0.999970	99.98495	99.99573	99.98484	99.99119	
clooney	1	99.99402	0.999964	99.98495	99.99573	99.97945	99.99201	
clinked	1	99.99329	0.999964	99.98495	99.99573	99.97412	99.99164	
clinic	1	99.99329	0.999967	99.98495	99.99573	99.97996	99.99160	
climbing	1	99.99329	0.999961	99.98495	99.99573	99.98447	99.99234	
climb	1	99.99329	0.999970	99.98495	99.99573	99.98406	99.99186	
climax	1	99.99329	0.999967	99.98495	99.99573	99.98026	99.99161	
clients	1	99.99544	0.999967	99.98495	99.99573	99.98316	99.99346	
clever	1	99.99329	0.999967	99.98495	99.99573	99.98160	99.99181	
clenched	1	99.99329	0.999961	99.98495	99.99573	99.98163	99.99201	
clemens	1	99.99751	0.999979	99.98495	99.99573	99.98495	99.99573	
cleaning	1	99.99329	0.999961	99.98495	99.99573	99.98429	99.99312	
clearing	1	99.99544	0.999971	99.98495	99.99573	99.98178	99.99248	
cleaned	1	99.99329	0.999964	99.98495	99.99573	99.98400	99.99175	
clay	1	99.99329	0.999973	99.98495	99.99573	99.98228	99.99171	
claus	1	99.99329	0.999970	99.98495	99.99573	99.97788	99.99172	
classics	1	99.99329	0.999961	99.98495	99.99573	99.98359	99.99165	
classic	1	99.99402	0.999964	99.98495	99.99573	99.98112	99.99180	
clashed	1	99.99329	0.999964	99.98495	99.99573	99.98288	99.99133	
clarity	1	99.99329	0.999964	99.98495	99.99573	99.98332	99.99147	
clamped	1	99.99475	0.999964	99.98495	99.99573	99.98034	99.99198	
claims	1	99.99329	0.999967	99.98495	99.99573	99.98394	99.99167	
claim	1	99.99329	0.999970	99.98495	99.99573	99.98140	99.99129	
civic	1	99.99329	0.999975	99.98495	99.99573	99.98023	99.99145	
cited	1	99.99329	0.999970	99.98495	99.99573	99.98404	99.99176	
circumstance	1	99.99329	0.999954	99.98495	99.99573	99.98257	99.99142	
cigarette	1	99.99402	0.999958	99.98495	99.99573	99.97904	99.99205	
chrystia	1	99.99329	0.999961	99.98495	99.99573	99.97807	99.99145	
christuskirche	1	99.99329	0.999952	99.98495	99.99573	99.98424	99.99090	
christopher	1	99.99751	0.999967	99.98495	99.99573	99.98495	99.99573	
christine	1	99.99329	0.999958	99.98495	99.99573	99.97321	99.99151	
christians	1	99.99402	0.999955	99.98495	99.99573	99.98227	99.99245	
chrissy	1	99.99329	0.999964	99.98495	99.99573	99.97955	99.99146	
chopin	1	99.99329	0.999967	99.98495	99.99573	99.98243	99.99205	
chose	1	99.99329	0.999970	99.98495	99.99573	99.98338	99.99122	
choice	1	99.99402	0.999967	99.98495	99.99573	99.98026	99.99170	
chocolate	1	99.99329	0.999958	99.98495	99.99573	99.97632	99.99073	
chinese	1	99.99544	0.999974	99.98495	99.99573	99.98375	99.99407	
chime	1	99.99329	0.999970	99.98495	99.99573	99.98344	99.99195	
childhood	1	99.99329	0.999958	99.98495	99.99573	99.98149	99.99129	
chestnuts	1	99.99544	0.999958	99.98495	99.99573	99.97879	99.99266	
chemistry	1	99.99329	0.999958	99.98495	99.99573	99.97979	99.99166	
chefs	1	99.99544	0.999975	99.98495	99.99573	99.98406	99.99366	
cheery	1	99.99329	0.999972	99.98495	99.99573	99.98263	99.99199	
cheering	1	99.99402	0.999966	99.98495	99.99573	99.98374	99.99256	
cheered	1	99.99329	0.999964	99.98495	99.99573	99.98269	99.99228	
cheeky	1	99.99329	0.999967	99.98495	99.99573	99.98200	99.99198	
cheekily	1	99.99329	0.999961	99.98495	99.99573	99.98012	99.99184	
cheek	1	99.99544	0.999980	99.98495	99.99573	99.98304	99.99316	
checked	1	99.99329	0.999964	99.98495	99.99573	99.98477	99.99156	
cheating	1	99.99329	0.999961	99.98495	99.99573	99.97879	99.99156	
chaussee	1	99.99329	0.999961	99.98495	99.99573	99.97946	99.99164	
cheap	1	99.99402	0.999970	99.98495	99.99573	99.98160	99.99177	
charging	1	99.99544	0.999971	99.98495	99.99573	99.98383	99.99314	
characterized	1	99.99329	0.999946	99.98495	99.99573	99.98447	99.99174	
character	1	99.99402	0.999958	99.98495	99.99573	99.98399	99.99236	
chapter	1	99.99329	0.999964	99.98495	99.99573	99.97993	99.99162	
chaos	1	99.99329	0.999970	99.98495	99.99573	99.97969	99.99108	
chancellors	1	99.99329	0.999952	99.98495	99.99573	99.98193	99.99139	
champagne	1	99.99544	0.999968	99.98495	99.99573	99.98394	99.99243	
challenges	1	99.99329	0.999955	99.98495	99.99573	99.97884	99.99115	
challenge	1	99.99329	0.999958	99.98495	99.99573	99.98013	99.99178	
chairwoman	1	99.99544	0.999958	99.98495	99.99573	99.97898	99.99288	
ceramic	1	99.99329	0.999964	99.98495	99.99573	99.98157	99.99209	
centerpiece	1	99.99544	0.999960	99.98495	99.99573	99.98411	99.99303	
chagrin	1	99.99402	0.999964	99.98495	99.99573	99.98470	99.99204	
cent	1	99.99329	0.999973	99.98495	99.99573	99.98001	99.99169	
celebs	1	99.99329	0.999967	99.98495	99.99573	99.98368	99.99175	
celebrity	1	99.99329	0.999958	99.98495	99.99573	99.98321	99.99200	
celebrities	1	99.99329	0.999952	99.98495	99.99573	99.98017	99.99068	
celebration	1	99.99329	0.999952	99.98495	99.99573	99.98429	99.99295	
cautioned	1	99.99544	0.999964	99.98495	99.99573	99.98486	99.99322	
cech	1	99.99329	0.999973	99.98495	99.99573	99.97997	99.99111	
causa	1	99.99329	0.999970	99.98495	99.99573	99.98315	99.99159	
causing	1	99.99329	0.999964	99.98495	99.99573	99.97970	99.99125	
cattle	1	99.99329	0.999967	99.98495	99.99573	99.97875	99.99180	
catholics	1	99.99751	0.999973	99.98495	99.99573	99.98495	99.99573	
catering	1	99.99402	0.999961	99.98495	99.99573	99.97844	99.99143	
catenary	1	99.99329	0.999961	99.98495	99.99573	99.97883	99.99225	
category	1	99.99329	0.999961	99.98495	99.99573	99.98413	99.99172	
cathcart	1	99.99329	0.999961	99.98495	99.99573	99.97442	99.99167	
catchiness	1	99.99329	0.999955	99.98495	99.99573	99.98379	99.99204	
catalans	1	99.99544	0.999971	99.98495	99.99573	99.98410	99.99239	
casually	1	99.99329	0.999961	99.98495	99.99573	99.97944	99.99140	
cashiers	1	99.99329	0.999961	99.98495	99.99573	99.98233	99.99249	
cash	1	99.99329	0.999973	99.98495	99.99573	99.97883	99.99162	
carriages	1	99.99329	0.999963	99.98495	99.99573	99.98233	99.99165	
carolin	1	99.99329	0.999964	99.98495	99.99573	99.97979	99.99187	
carpet	1	99.99329	0.999967	99.98495	99.99573	99.98136	99.99166	
carla	1	99.99329	0.999970	99.98495	99.99573	99.97533	99.99170	
carles	1	99.99329	0.999967	99.98495	99.99573	99.97885	99.99146	
careful	1	99.99329	0.999964	99.98495	99.99573	99.98308	99.99196	
cared	1	99.99544	0.999976	99.98495	99.99573	99.98442	99.99331	
capture	1	99.99329	0.999964	99.98495	99.99573	99.98405	99.99228	
captivates	1	99.99329	0.999955	99.98495	99.99573	99.98412	99.99127	
capsule	1	99.99329	0.999964	99.98495	99.99573	99.98293	99.99171	
capitalism	1	99.99329	0.999955	99.98495	99.99573	99.98412	99.99201	
cannes	1	99.99329	0.999967	99.98495	99.99573	99.98353	99.99211	
candlelight	1	99.99329	0.999952	99.98495	99.99573	99.98061	99.99192	
candidancy	1	99.99329	0.999955	99.98495	99.99573	99.98260	99.99176	
cancellations	1	99.99329	0.999946	99.98495	99.99573	99.98173	99.99190	
candidacy	1	99.99329	0.999958	99.98495	99.99573	99.98231	99.99144	
cancel	1	99.99402	0.999967	99.98495	99.99573	99.98408	99.99175	
camps	1	99.99329	0.999970	99.98495	99.99573	99.97859	99.99081	
campaigned	1	99.99329	0.999955	99.98495	99.99573	99.97918	99.99132	
canadian	1	99.99329	0.999961	99.98495	99.99573	99.98280	99.99151	
campaign	1	99.99329	0.999966	99.98495	99.99573	99.98132	99.99198	
cameras	1	99.99329	0.999965	99.98495	99.99573	99.98182	99.99094	
camera	1	99.99329	0.999967	99.98495	99.99573	99.98405	99.99185	
cameo	1	99.99329	0.999970	99.98495	99.99573	99.98312	99.99165	
calmed	1	99.99329	0.999967	99.98495	99.99573	99.98136	99.99132	
calm	1	99.99329	0.999973	99.98495	99.99573	99.97940	99.99172	
calling	1	99.99329	0.999964	99.98495	99.99573	99.98439	99.99222	
calendar	1	99.99329	0.999961	99.98495	99.99573	99.98278	99.99199	
calculators	1	99.99329	0.999952	99.98495	99.99573	99.98396	99.99130	
calculations	1	99.99329	0.999954	99.98495	99.99573	99.98170	99.99169	
calculating	1	99.99544	0.999962	99.98495	99.99573	99.98442	99.99254	
calculates	1	99.99329	0.999955	99.98495	99.99573	99.98318	99.99178	
cajón	1	99.99329	0.999970	99.98495	99.99573	99.98221	99.99211	
