Type	Frequency	bleu	macrof	microf	CHRF1	CHRF3
brakes	1	99.99308	99.96990	99.99360	0.999949	0.999949	
branches	1	99.99308	99.96990	99.99360	0.999943	0.999938	
brake	1	99.99523	99.96990	99.99360	0.999962	0.999964	
brain	1	99.99308	99.96990	99.99360	0.999952	0.999954	
boxes	1	99.99523	99.96990	99.99360	0.999963	0.999965	
bouncy	1	99.99308	99.96990	99.99360	0.999950	0.999950	
boxer	1	99.99308	99.96990	99.99360	0.999953	0.999955	
bottlenecks	1	99.99730	99.96990	99.99360	0.999949	0.999937	
bottled	1	99.99308	99.96990	99.99360	0.999946	0.999943	
bother	1	99.99381	99.96990	99.99360	0.999949	0.999949	
borisch	1	99.99523	99.96990	99.99360	0.999949	0.999946	
boris	1	99.99308	99.96990	99.99360	0.999952	0.999954	
boredom	1	99.99523	99.96990	99.99360	0.999956	0.999954	
bore	1	99.99308	99.96990	99.99360	0.999955	0.999960	
boost	1	99.99308	99.96990	99.99360	0.999952	0.999954	
boon	1	99.99308	99.96990	99.99360	0.999955	0.999960	
boos	1	99.99308	99.96990	99.99360	0.999955	0.999960	
booed	1	99.99523	99.96990	99.99360	0.999962	0.999964	
booking	1	99.99308	99.96990	99.99360	0.999946	0.999943	
borders	1	99.99308	99.96990	99.99360	0.999946	0.999943	
bonucci	1	99.99308	99.96990	99.99360	0.999946	0.999943	
bonse	1	99.99308	99.96990	99.99360	0.999952	0.999954	
bolte	1	99.99308	99.96990	99.99360	0.999952	0.999954	
bombs	1	99.99308	99.96990	99.99360	0.999952	0.999954	
boer	1	99.99308	99.96990	99.99360	0.999955	0.999960	
boldly	1	99.99308	99.96990	99.99360	0.999950	0.999950	
bodyguards	1	99.99308	99.96990	99.99360	0.999938	0.999928	
bobby	1	99.99308	99.96990	99.99360	0.999953	0.999955	
bodin	1	99.99308	99.96990	99.99360	0.999952	0.999954	
bmx	1	99.99308	99.96990	99.99360	0.999959	0.999966	
bodies	1	99.99308	99.96990	99.99360	0.999949	0.999949	
bob	1	99.99308	99.96990	99.99360	0.999958	0.999965	
blueprints	1	99.99308	99.96990	99.99360	0.999937	0.999927	
blows	1	99.99523	99.96990	99.99360	0.999962	0.999964	
blome	1	99.99308	99.96990	99.99360	0.999952	0.999954	
blocks	1	99.99308	99.96990	99.99360	0.999949	0.999949	
blatant	1	99.99308	99.96990	99.99360	0.999946	0.999943	
blinds	1	99.99308	99.96990	99.99360	0.999949	0.999949	
blasey	1	99.99308	99.96990	99.99360	0.999950	0.999950	
blankets	1	99.99308	99.96990	99.99360	0.999943	0.999938	
björn	1	99.99308	99.96990	99.99360	0.999952	0.999954	
bistro	1	99.99308	99.96990	99.99360	0.999949	0.999949	
bizarre	1	99.99308	99.96990	99.99360	0.999948	0.999945	
birds	1	99.99308	99.96990	99.99360	0.999952	0.999954	
biological	1	99.99308	99.96990	99.99360	0.999937	0.999927	
bins	1	99.99308	99.96990	99.99360	0.999955	0.999960	
binds	1	99.99381	99.96990	99.99360	0.999952	0.999954	
billionaire	1	99.99308	99.96990	99.99360	0.999934	0.999922	
billerbeck	1	99.99730	99.96990	99.99360	0.999952	0.999942	
bilateral	1	99.99308	99.96990	99.99360	0.999940	0.999933	
bidirectional	1	99.99308	99.96990	99.99360	0.999928	0.999911	
bids	1	99.99308	99.96990	99.99360	0.999955	0.999960	
bierhoff	1	99.99523	99.96990	99.99360	0.999953	0.999948	
bikes	1	99.99308	99.96990	99.99360	0.999952	0.999954	
bieler	1	99.99308	99.96990	99.99360	0.999949	0.999949	
bible	1	99.99308	99.96990	99.99360	0.999952	0.999954	
bielefeld	1	99.99523	99.96990	99.99360	0.999950	0.999943	
biberach	1	99.99523	99.96990	99.99360	0.999953	0.999948	
bg	1	99.99308	99.96990	99.99360	0.999961	0.999970	
bezirksobstbauverein	1	99.99308	99.96990	99.99360	0.999908	0.999874	
betzn	1	99.99308	99.96990	99.99360	0.999953	0.999955	
beverages	1	99.99308	99.96990	99.99360	0.999940	0.999933	
bettringen	1	99.99308	99.96990	99.99360	0.999937	0.999927	
berg	1	99.99523	99.96990	99.99360	0.999965	0.999970	
besides	1	99.99730	99.96990	99.99360	0.999961	0.999959	
benz	1	99.99308	99.96990	99.99360	0.999961	0.999966	
bern	1	99.99523	99.96990	99.99360	0.999965	0.999970	
bensmann	1	99.99308	99.96990	99.99360	0.999943	0.999938	
benfica	1	99.99308	99.96990	99.99360	0.999946	0.999943	
beneficial	1	99.99381	99.96990	99.99360	0.999938	0.999928	
bendschneider	1	99.99308	99.96990	99.99360	0.999928	0.999911	
bending	1	99.99308	99.96990	99.99360	0.999946	0.999943	
ben	1	99.99730	99.96990	99.99360	0.999973	0.999980	
belonged	1	99.99308	99.96990	99.99360	0.999943	0.999938	
believes	1	99.99308	99.96990	99.99360	0.999943	0.999938	
belgrade	1	99.99308	99.96990	99.99360	0.999943	0.999938	
belgium	1	99.99523	99.96990	99.99360	0.999956	0.999954	
belgian	1	99.99308	99.96990	99.99360	0.999946	0.999943	
belated	1	99.99308	99.96990	99.99360	0.999946	0.999943	
behrens	1	99.99308	99.96990	99.99360	0.999946	0.999943	
behavior	1	99.99308	99.96990	99.99360	0.999943	0.999938	
behaved	1	99.99308	99.96990	99.99360	0.999946	0.999943	
begins	1	99.99308	99.96990	99.99360	0.999949	0.999949	
beethoven	1	99.99308	99.96990	99.99360	0.999940	0.999933	
beforehand	1	99.99523	99.96990	99.99360	0.999947	0.999937	
beekeepers	1	99.99381	99.96990	99.99360	0.999937	0.999927	
bed	1	99.99523	99.96990	99.99360	0.999961	0.999968	
beds	1	99.99308	99.96990	99.99360	0.999955	0.999960	
becomes	1	99.99523	99.96990	99.99360	0.999946	0.999943	
beckmann	1	99.99308	99.96990	99.99360	0.999943	0.999938	
beefy	1	99.99308	99.96990	99.99360	0.999953	0.999955	
beautification	1	99.99308	99.96990	99.99360	0.999925	0.999905	
beatrice	1	99.99308	99.96990	99.99360	0.999943	0.999938	
beatles	1	99.99523	99.96990	99.99360	0.999956	0.999954	
beats	1	99.99381	99.96990	99.99360	0.999952	0.999954	
beams	1	99.99308	99.96990	99.99360	0.999952	0.999954	
beate	1	99.99308	99.96990	99.99360	0.999952	0.999954	
bears	1	99.99308	99.96990	99.99360	0.999952	0.999954	
beach	1	99.99308	99.96990	99.99360	0.999952	0.999954	
battery	1	99.99308	99.96990	99.99360	0.999947	0.999944	
bc	1	99.99523	99.96990	99.99360	0.999971	0.999981	
bbl	1	99.99308	99.96990	99.99360	0.999958	0.999965	
battered	1	99.99381	99.96990	99.99360	0.999943	0.999938	
baur	1	99.99308	99.96990	99.99360	0.999955	0.999960	
bathed	1	99.99308	99.96990	99.99360	0.999949	0.999949	
bathe	1	99.99308	99.96990	99.99360	0.999952	0.999954	
bass	1	99.99308	99.96990	99.99360	0.999955	0.999960	
basque	1	99.99308	99.96990	99.99360	0.999949	0.999949	
basf	1	99.99308	99.96990	99.99360	0.999955	0.999960	
basement	1	99.99308	99.96990	99.99360	0.999943	0.999938	
barred	1	99.99308	99.96990	99.99360	0.999949	0.999949	
bareksai	1	99.99381	99.96990	99.99360	0.999949	0.999944	
barely	1	99.99381	99.96990	99.99360	0.999950	0.999950	
barclay	1	99.99308	99.96990	99.99360	0.999947	0.999944	
barbarism	1	99.99308	99.96990	99.99360	0.999940	0.999933	
barbara	1	99.99730	99.96990	99.99360	0.999961	0.999959	
bans	1	99.99308	99.96990	99.99360	0.999955	0.999960	
banned	1	99.99308	99.96990	99.99360	0.999949	0.999949	
bandwidth	1	99.99523	99.96990	99.99360	0.999943	0.999936	
baltic	1	99.99308	99.96990	99.99360	0.999949	0.999949	
ballad	1	99.99308	99.96990	99.99360	0.999949	0.999949	
balearic	1	99.99308	99.96990	99.99360	0.999943	0.999938	
balkans	1	99.99308	99.96990	99.99360	0.999946	0.999943	
balkan	1	99.99308	99.96990	99.99360	0.999949	0.999949	
balance	1	99.99523	99.96990	99.99360	0.999949	0.999946	
baesweilers	1	99.99308	99.96990	99.99360	0.999934	0.999922	
bagatskis	1	99.99308	99.96990	99.99360	0.999940	0.999933	
baden	1	99.99308	99.96990	99.99360	0.999952	0.999954	
baer	1	99.99308	99.96990	99.99360	0.999955	0.999960	
badly	1	99.99523	99.96990	99.99360	0.999963	0.999965	
backwards	1	99.99308	99.96990	99.99360	0.999940	0.999933	
backing	1	99.99308	99.96990	99.99360	0.999946	0.999943	
backpedaled	1	99.99381	99.96990	99.99360	0.999934	0.999922	
backfired	1	99.99381	99.96990	99.99360	0.999940	0.999933	
bach	1	99.99308	99.96990	99.99360	0.999955	0.999960	
baby	1	99.99308	99.96990	99.99360	0.999956	0.999961	
award	1	99.99523	99.96990	99.99360	0.999962	0.999964	
awareness	1	99.99308	99.96990	99.99360	0.999940	0.999933	
awaited	1	99.99308	99.96990	99.99360	0.999946	0.999943	
awarding	1	99.99308	99.96990	99.99360	0.999943	0.999938	
b217	1	99.99730	99.96990	99.99360	0.999970	0.999975	
aviation	1	99.99308	99.96990	99.99360	0.999943	0.999938	
averhage	1	99.99308	99.96990	99.99360	0.999943	0.999938	
avenue	1	99.99308	99.96990	99.99360	0.999949	0.999949	
auxerre	1	99.99308	99.96990	99.99360	0.999947	0.999944	
automobilwoche	1	99.99308	99.96990	99.99360	0.999925	0.999905	
autopapst	1	99.99308	99.96990	99.99360	0.999940	0.999933	
automobiles	1	99.99308	99.96990	99.99360	0.999934	0.999922	
authorisations	1	99.99308	99.96990	99.99360	0.999925	0.999905	
austen	1	99.99523	99.96990	99.99360	0.999959	0.999959	
augustine	1	99.99730	99.96990	99.99360	0.999955	0.999948	
auen	1	99.99308	99.96990	99.99360	0.999955	0.999960	
audiences	1	99.99308	99.96990	99.99360	0.999940	0.999933	
attributed	1	99.99308	99.96990	99.99360	0.999937	0.999927	
attracts	1	99.99381	99.96990	99.99360	0.999943	0.999938	
attending	1	99.99381	99.96990	99.99360	0.999940	0.999933	
attendees	1	99.99308	99.96990	99.99360	0.999940	0.999933	
attended	1	99.99308	99.96990	99.99360	0.999943	0.999938	
attempting	1	99.99308	99.96990	99.99360	0.999937	0.999927	
attacker	1	99.99308	99.96990	99.99360	0.999943	0.999938	
attend	1	99.99308	99.96990	99.99360	0.999949	0.999949	
atom	1	99.99308	99.96990	99.99360	0.999955	0.999960	
attackers	1	99.99523	99.96990	99.99360	0.999950	0.999943	
atalan	1	99.99308	99.96990	99.99360	0.999949	0.999949	
assured	1	99.99308	99.96990	99.99360	0.999946	0.999943	
astonished	1	99.99308	99.96990	99.99360	0.999937	0.999927	
assume	1	99.99523	99.96990	99.99360	0.999949	0.999949	
associated	1	99.99308	99.96990	99.99360	0.999937	0.999927	
assists	1	99.99308	99.96990	99.99360	0.999946	0.999943	
assessments	1	99.99308	99.96990	99.99360	0.999934	0.999922	
assistance	1	99.99523	99.96990	99.99360	0.999937	0.999927	
assessment	1	99.99308	99.96990	99.99360	0.999937	0.999927	
assertiveness	1	99.99308	99.96990	99.99360	0.999928	0.999911	
assault	1	99.99308	99.96990	99.99360	0.999946	0.999943	
asphalted	1	99.99523	99.96990	99.99360	0.999950	0.999943	
aspects	1	99.99308	99.96990	99.99360	0.999946	0.999943	
assembly	1	99.99308	99.96990	99.99360	0.999944	0.999939	
asparagus	1	99.99308	99.96990	99.99360	0.999940	0.999933	
asks	1	99.99308	99.96990	99.99360	0.999955	0.999960	
asians	1	99.99381	99.96990	99.99360	0.999949	0.999949	
asian	1	99.99308	99.96990	99.99360	0.999952	0.999954	
asia	1	99.99308	99.96990	99.99360	0.999955	0.999960	
ashore	1	99.99308	99.96990	99.99360	0.999949	0.999949	
ascheröder	1	99.99308	99.96990	99.99360	0.999937	0.999927	
ascension	1	99.99308	99.96990	99.99360	0.999940	0.999933	
artistic	1	99.99308	99.96990	99.99360	0.999943	0.999938	
arson	1	99.99523	99.96990	99.99360	0.999962	0.999964	
arrival	1	99.99308	99.96990	99.99360	0.999946	0.999943	
aroused	1	99.99308	99.96990	99.99360	0.999946	0.999943	
arrest	1	99.99308	99.96990	99.99360	0.999949	0.999949	
army	1	99.99308	99.96990	99.99360	0.999956	0.999961	
armin	1	99.99308	99.96990	99.99360	0.999952	0.999954	
arm	1	99.99308	99.96990	99.99360	0.999958	0.999965	
arlberg	1	99.99308	99.96990	99.99360	0.999946	0.999943	
arguments	1	99.99308	99.96990	99.99360	0.999940	0.999933	
arguing	1	99.99308	99.96990	99.99360	0.999946	0.999943	
argue	1	99.99308	99.96990	99.99360	0.999952	0.999954	
argentina	1	99.99730	99.96990	99.99360	0.999955	0.999948	
architecture	1	99.99523	99.96990	99.99360	0.999941	0.999926	
archeology	1	99.99381	99.96990	99.99360	0.999939	0.999929	
approx	1	99.99308	99.96990	99.99360	0.999951	0.999951	
aquaclean	1	99.99308	99.96990	99.99360	0.999940	0.999933	
apps	1	99.99308	99.96990	99.99360	0.999955	0.999960	
approves	1	99.99523	99.96990	99.99360	0.999943	0.999938	
appropriate	1	99.99308	99.96990	99.99360	0.999934	0.999922	
appreciation	1	99.99381	99.96990	99.99360	0.999931	0.999916	
apprentice	1	99.99308	99.96990	99.99360	0.999937	0.999927	
appraisal	1	99.99523	99.96990	99.99360	0.999950	0.999943	
appreciated	1	99.99308	99.96990	99.99360	0.999934	0.999922	
appoint	1	99.99308	99.96990	99.99360	0.999946	0.999943	
applauds	1	99.99308	99.96990	99.99360	0.999943	0.999938	
appetizers	1	99.99308	99.96990	99.99360	0.999938	0.999928	
applied	1	99.99308	99.96990	99.99360	0.999946	0.999943	
appears	1	99.99308	99.96990	99.99360	0.999946	0.999943	
appear	1	99.99308	99.96990	99.99360	0.999949	0.999949	
appeal	1	99.99523	99.96990	99.99360	0.999949	0.999949	
aparecido	1	99.99308	99.96990	99.99360	0.999940	0.999933	
ap	1	99.99381	99.96990	99.99360	0.999961	0.999970	
anywhere	1	99.99523	99.96990	99.99360	0.999954	0.999949	
anytime	1	99.99308	99.96990	99.99360	0.999947	0.999944	
anymore	1	99.99308	99.96990	99.99360	0.999947	0.999944	
anybody	1	99.99523	99.96990	99.99360	0.999958	0.999955	
antonio	1	99.99381	99.96990	99.99360	0.999946	0.999943	
announces	1	99.99308	99.96990	99.99360	0.999940	0.999933	
anticipated	1	99.99308	99.96990	99.99360	0.999934	0.999922	
anomaly	1	99.99381	99.96990	99.99360	0.999947	0.999944	
anna	1	99.99308	99.96990	99.99360	0.999955	0.999960	
angle	1	99.99308	99.96990	99.99360	0.999952	0.999954	
angelique	1	99.99308	99.96990	99.99360	0.999940	0.999933	
angererhofweg	1	99.99523	99.96990	99.99360	0.999938	0.999921	
anger	1	99.99523	99.96990	99.99360	0.999962	0.999964	
andré	1	99.99308	99.96990	99.99360	0.999952	0.999954	
andres	1	99.99308	99.96990	99.99360	0.999949	0.999949	
anett	1	99.99308	99.96990	99.99360	0.999952	0.999954	
ancestry	1	99.99308	99.96990	99.99360	0.999944	0.999939	
analysis	1	99.99308	99.96990	99.99360	0.999944	0.999939	
analyses	1	99.99308	99.96990	99.99360	0.999944	0.999939	
analogue	1	99.99308	99.96990	99.99360	0.999943	0.999938	
anachronistic	1	99.99308	99.96990	99.99360	0.999928	0.999911	
amphlett	1	99.99308	99.96990	99.99360	0.999943	0.999938	
ammounced	1	99.99308	99.96990	99.99360	0.999940	0.999933	
amounted	1	99.99381	99.96990	99.99360	0.999943	0.999938	
amongst	1	99.99308	99.96990	99.99360	0.999946	0.999943	
amine	1	99.99308	99.96990	99.99360	0.999952	0.999954	
amid	1	99.99308	99.96990	99.99360	0.999955	0.999960	
amicably	1	99.99308	99.96990	99.99360	0.999944	0.999939	
american	1	99.99308	99.96990	99.99360	0.999943	0.999938	
ambience	1	99.99523	99.96990	99.99360	0.999953	0.999948	
ambassador	1	99.99308	99.96990	99.99360	0.999937	0.999927	
amended	1	99.99308	99.96990	99.99360	0.999946	0.999943	
aluminum	1	99.99308	99.96990	99.99360	0.999943	0.999938	
alsergrund	1	99.99523	99.96990	99.99360	0.999947	0.999937	
alpine	1	99.99308	99.96990	99.99360	0.999949	0.999949	
aloud	1	99.99308	99.96990	99.99360	0.999952	0.999954	
alois	1	99.99308	99.96990	99.99360	0.999952	0.999954	
alliance	1	99.99523	99.96990	99.99360	0.999953	0.999948	
allowing	1	99.99308	99.96990	99.99360	0.999943	0.999938	
allgemeine	1	99.99308	99.96990	99.99360	0.999937	0.999927	
allegedly	1	99.99308	99.96990	99.99360	0.999941	0.999933	
alex	1	99.99308	99.96990	99.99360	0.999956	0.999961	
alexis	1	99.99381	99.96990	99.99360	0.999950	0.999950	
alive	1	99.99308	99.96990	99.99360	0.999952	0.999954	
alerted	1	99.99308	99.96990	99.99360	0.999946	0.999943	
albert	1	99.99523	99.96990	99.99360	0.999959	0.999959	
alcacer	1	99.99308	99.96990	99.99360	0.999946	0.999943	
albatros	1	99.99308	99.96990	99.99360	0.999943	0.999938	
alcohol	1	99.99308	99.96990	99.99360	0.999946	0.999943	
alcoholic	1	99.99308	99.96990	99.99360	0.999940	0.999933	
aktuelle	1	99.99308	99.96990	99.99360	0.999943	0.999938	
alassane	1	99.99730	99.96990	99.99360	0.999958	0.999953	
aj	1	99.99308	99.96990	99.99360	0.999961	0.999970	
aisles	1	99.99523	99.96990	99.99360	0.999949	0.999949	
airfield	1	99.99523	99.96990	99.99360	0.999953	0.999948	
airbus	1	99.99308	99.96990	99.99360	0.999949	0.999949	
ainars	1	99.99308	99.96990	99.99360	0.999949	0.999949	
aims	1	99.99308	99.96990	99.99360	0.999955	0.999960	
aiming	1	99.99308	99.96990	99.99360	0.999949	0.999949	
ahlener	1	99.99308	99.96990	99.99360	0.999946	0.999943	
ahlers	1	99.99308	99.96990	99.99360	0.999949	0.999949	
agreements	1	99.99308	99.96990	99.99360	0.999937	0.999927	
agriculture	1	99.99308	99.96990	99.99360	0.999934	0.999922	
aged	1	99.99308	99.96990	99.99360	0.999955	0.999960	
aftershocks	1	99.99308	99.96990	99.99360	0.999934	0.999922	
africa	1	99.99308	99.96990	99.99360	0.999949	0.999949	
affordable	1	99.99381	99.96990	99.99360	0.999937	0.999927	
afghan	1	99.99523	99.96990	99.99360	0.999955	0.999955	
affiliation	1	99.99308	99.96990	99.99360	0.999934	0.999922	
affection	1	99.99308	99.96990	99.99360	0.999940	0.999933	
affecting	1	99.99308	99.96990	99.99360	0.999940	0.999933	
affairs	1	99.99308	99.96990	99.99360	0.999946	0.999943	
aek	1	99.99308	99.96990	99.99360	0.999958	0.999965	
advocates	1	99.99308	99.96990	99.99360	0.999940	0.999933	
advocated	1	99.99308	99.96990	99.99360	0.999940	0.999933	
advice	1	99.99308	99.96990	99.99360	0.999949	0.999949	
advances	1	99.99308	99.96990	99.99360	0.999943	0.999938	
adversities	1	99.99523	99.96990	99.99360	0.999944	0.999932	
advance	1	99.99308	99.96990	99.99360	0.999946	0.999943	
adores	1	99.99523	99.96990	99.99360	0.999949	0.999949	
adoption	1	99.99381	99.96990	99.99360	0.999943	0.999938	
admitted	1	99.99381	99.96990	99.99360	0.999943	0.999938	
adopt	1	99.99523	99.96990	99.99360	0.999962	0.999964	
adolph	1	99.99308	99.96990	99.99360	0.999949	0.999949	
adolf	1	99.99308	99.96990	99.99360	0.999952	0.999954	
admonisher	1	99.99523	99.96990	99.99360	0.999947	0.999937	
admits	1	99.99308	99.96990	99.99360	0.999949	0.999949	
admission	1	99.99308	99.96990	99.99360	0.999940	0.999933	
admired	1	99.99308	99.96990	99.99360	0.999946	0.999943	
adherents	1	99.99308	99.96990	99.99360	0.999940	0.999933	
adi	1	99.99308	99.96990	99.99360	0.999958	0.999965	
adherence	1	99.99308	99.96990	99.99360	0.999940	0.999933	
adler	1	99.99381	99.96990	99.99360	0.999952	0.999954	
addressing	1	99.99730	99.96990	99.99360	0.999952	0.999942	
adding	1	99.99308	99.96990	99.99360	0.999949	0.999949	
adapt	1	99.99308	99.96990	99.99360	0.999952	0.999954	
adam	1	99.99381	99.96990	99.99360	0.999955	0.999960	
ad	1	99.99308	99.96990	99.99360	0.999961	0.999970	
acute	1	99.99308	99.96990	99.99360	0.999952	0.999954	
actual	1	99.99308	99.96990	99.99360	0.999949	0.999949	
activities	1	99.99308	99.96990	99.99360	0.999937	0.999927	
acted	1	99.99308	99.96990	99.99360	0.999952	0.999954	
acting	1	99.99308	99.96990	99.99360	0.999949	0.999949	
acquit	1	99.99308	99.96990	99.99360	0.999949	0.999949	
acquired	1	99.99308	99.96990	99.99360	0.999943	0.999938	
acquaintance	1	99.99308	99.96990	99.99360	0.999931	0.999916	
achieving	1	99.99308	99.96990	99.99360	0.999940	0.999933	
achievement	1	99.99308	99.96990	99.99360	0.999934	0.999922	
accuses	1	99.99523	99.96990	99.99360	0.999949	0.999946	
accuse	1	99.99308	99.96990	99.99360	0.999949	0.999949	
accuser	1	99.99308	99.96990	99.99360	0.999946	0.999943	
accusations	1	99.99523	99.96990	99.99360	0.999944	0.999932	
accusation	1	99.99523	99.96990	99.99360	0.999947	0.999937	
accurately	1	99.99308	99.96990	99.99360	0.999938	0.999928	
accurate	1	99.99308	99.96990	99.99360	0.999943	0.999938	
accumulated	1	99.99523	99.96990	99.99360	0.999944	0.999932	
accounts	1	99.99523	99.96990	99.99360	0.999953	0.999948	
accordion	1	99.99308	99.96990	99.99360	0.999940	0.999933	
accomplishes	1	99.99308	99.96990	99.99360	0.999931	0.999916	
accomplishment	1	99.99523	99.96990	99.99360	0.999935	0.999916	
accommodated	1	99.99523	99.96990	99.99360	0.999941	0.999926	
accessible	1	99.99308	99.96990	99.99360	0.999937	0.999927	
accented	1	99.99308	99.96990	99.99360	0.999943	0.999938	
accessing	1	99.99730	99.96990	99.99360	0.999955	0.999948	
accelerate	1	99.99308	99.96990	99.99360	0.999937	0.999927	
abuse	1	99.99308	99.96990	99.99360	0.999952	0.999954	
abu	1	99.99308	99.96990	99.99360	0.999958	0.999965	
absence	1	99.99308	99.96990	99.99360	0.999946	0.999943	
abtswinder	1	99.99308	99.96990	99.99360	0.999937	0.999927	
abroad	1	99.99523	99.96990	99.99360	0.999959	0.999959	
ability	1	99.99308	99.96990	99.99360	0.999947	0.999944	
aargauer	1	99.99523	99.96990	99.99360	0.999946	0.999941	
abbreviation	1	99.99308	99.96990	99.99360	0.999931	0.999916	
a7	1	99.99308	99.96990	99.99360	0.999961	0.999970	
a8	1	99.99308	99.96990	99.99360	0.999961	0.999970	
a6	1	99.99308	99.96990	99.99360	0.999961	0.999970	
a5	1	99.99308	99.96990	99.99360	0.999961	0.999970	
a.	1	99.99308	99.96990	99.99360	0.999961	0.999970	
a2	1	99.99308	99.96990	99.99360	0.999961	0.999970	
99	1	99.99730	99.96990	99.99360	0.999976	0.999986	
981	1	99.99308	99.96990	99.99360	0.999958	0.999965	
