Type	Frequency	bleu	macrof	microf	CHRF1	CHRF3
demurely	1	99.99523	99.96990	99.99360	0.999947	0.999947	
demonstrator	1	99.99308	99.96990	99.99360	0.999913	0.999913	
demolish	1	99.99308	99.96990	99.99360	0.999937	0.999937	
demonstrates	1	99.99308	99.96990	99.99360	0.999913	0.999913	
democracy	1	99.99308	99.96990	99.99360	0.999931	0.999931	
demise	1	99.99308	99.96990	99.99360	0.999949	0.999949	
demands	1	99.99523	99.96990	99.99360	0.999943	0.999943	
delivers	1	99.99308	99.96990	99.99360	0.999937	0.999937	
delaying	1	99.99308	99.96990	99.99360	0.999937	0.999937	
delicatessen	1	99.99381	99.96990	99.99360	0.999913	0.999913	
delicacies	1	99.99308	99.96990	99.99360	0.999925	0.999925	
deflected	1	99.99308	99.96990	99.99360	0.999931	0.999931	
del	1	99.99308	99.96990	99.99360	0.999967	0.999967	
defenders	1	99.99308	99.96990	99.99360	0.999931	0.999931	
defuse	1	99.99308	99.96990	99.99360	0.999949	0.999949	
defeats	1	99.99381	99.96990	99.99360	0.999943	0.999943	
defenestration	1	99.99308	99.96990	99.99360	0.999901	0.999901	
deeper	1	99.99308	99.96990	99.99360	0.999949	0.999949	
defeating	1	99.99308	99.96990	99.99360	0.999931	0.999931	
deepen	1	99.99308	99.96990	99.99360	0.999949	0.999949	
dedicated	1	99.99381	99.96990	99.99360	0.999931	0.999931	
decrypto.info	1	99.99308	99.96990	99.99360	0.999907	0.999907	
dedicate	1	99.99308	99.96990	99.99360	0.999937	0.999937	
decipher	1	99.99308	99.96990	99.99360	0.999937	0.999937	
decorations	1	99.99308	99.96990	99.99360	0.999919	0.999919	
decimated	1	99.99308	99.96990	99.99360	0.999931	0.999931	
decline	1	99.99308	99.96990	99.99360	0.999943	0.999943	
deciding	1	99.99308	99.96990	99.99360	0.999937	0.999937	
debris	1	99.99308	99.96990	99.99360	0.999949	0.999949	
decibels	1	99.99308	99.96990	99.99360	0.999937	0.999937	
deceased	1	99.99308	99.96990	99.99360	0.999937	0.999937	
debates	1	99.99308	99.96990	99.99360	0.999943	0.999943	
dearly	1	99.99523	99.96990	99.99360	0.999959	0.999959	
deathbed	1	99.99308	99.96990	99.99360	0.999937	0.999937	
dealt	1	99.99381	99.96990	99.99360	0.999955	0.999955	
deal	1	99.99308	99.96990	99.99360	0.999961	0.999961	
deals	1	99.99523	99.96990	99.99360	0.999956	0.999956	
deadline	1	99.99308	99.96990	99.99360	0.999937	0.999937	
dealers	1	99.99523	99.96990	99.99360	0.999953	0.999953	
daycare	1	99.99308	99.96990	99.99360	0.999943	0.999943	
dazzling	1	99.99308	99.96990	99.99360	0.999937	0.999937	
daubed	1	99.99523	99.96990	99.99360	0.999959	0.999959	
dates	1	99.99730	99.96990	99.99360	0.999970	0.999970	
dangers	1	99.99308	99.96990	99.99360	0.999943	0.999943	
daria	1	99.99308	99.96990	99.99360	0.999955	0.999955	
dancer	1	99.99308	99.96990	99.99360	0.999949	0.999949	
dancing	1	99.99308	99.96990	99.99360	0.999943	0.999943	
damaging	1	99.99308	99.96990	99.99360	0.999937	0.999937	
damages	1	99.99523	99.96990	99.99360	0.999946	0.999946	
damned	1	99.99308	99.96990	99.99360	0.999949	0.999949	
danced	1	99.99308	99.96990	99.99360	0.999949	0.999949	
damian	1	99.99308	99.96990	99.99360	0.999949	0.999949	
da	1	99.99308	99.96990	99.99360	0.999973	0.999973	
dalal	1	99.99308	99.96990	99.99360	0.999955	0.999955	
cuxhaveners	1	99.99308	99.96990	99.99360	0.999919	0.999919	
czech	1	99.99523	99.96990	99.99360	0.999958	0.999958	
currywurst	1	99.99523	99.96990	99.99360	0.999935	0.999935	
curl	1	99.99523	99.96990	99.99360	0.999971	0.999971	
cute	1	99.99308	99.96990	99.99360	0.999961	0.999961	
custody	1	99.99523	99.96990	99.99360	0.999953	0.999953	
curler	1	99.99308	99.96990	99.99360	0.999949	0.999949	
cultural	1	99.99308	99.96990	99.99360	0.999937	0.999937	
cummings	1	99.99308	99.96990	99.99360	0.999937	0.999937	
curator	1	99.99308	99.96990	99.99360	0.999943	0.999943	
cultivation	1	99.99381	99.96990	99.99360	0.999919	0.999919	
culatello	1	99.99308	99.96990	99.99360	0.999931	0.999931	
ct	1	99.99308	99.96990	99.99360	0.999973	0.999973	
culprits	1	99.99381	99.96990	99.99360	0.999937	0.999937	
crystal	1	99.99308	99.96990	99.99360	0.999943	0.999943	
cryptic	1	99.99381	99.96990	99.99360	0.999943	0.999943	
crucial	1	99.99308	99.96990	99.99360	0.999943	0.999943	
crying	1	99.99308	99.96990	99.99360	0.999949	0.999949	
crowning	1	99.99308	99.96990	99.99360	0.999937	0.999937	
crumpled	1	99.99308	99.96990	99.99360	0.999937	0.999937	
crowned	1	99.99308	99.96990	99.99360	0.999943	0.999943	
crossed	1	99.99308	99.96990	99.99360	0.999943	0.999943	
crossbar	1	99.99308	99.96990	99.99360	0.999937	0.999937	
crossroads	1	99.99308	99.96990	99.99360	0.999925	0.999925	
criticizing	1	99.99308	99.96990	99.99360	0.999919	0.999919	
croatia	1	99.99730	99.96990	99.99360	0.999958	0.999958	
critics	1	99.99308	99.96990	99.99360	0.999943	0.999943	
criteria	1	99.99308	99.96990	99.99360	0.999937	0.999937	
crop	1	99.99308	99.96990	99.99360	0.999961	0.999961	
critical	1	99.99308	99.96990	99.99360	0.999937	0.999937	
criticised	1	99.99523	99.96990	99.99360	0.999935	0.999935	
crisp	1	99.99308	99.96990	99.99360	0.999955	0.999955	
cream	1	99.99523	99.96990	99.99360	0.999965	0.999965	
creators	1	99.99523	99.96990	99.99360	0.999940	0.999940	
creator	1	99.99308	99.96990	99.99360	0.999943	0.999943	
crew	1	99.99308	99.96990	99.99360	0.999961	0.999961	
crashing	1	99.99523	99.96990	99.99360	0.999940	0.999940	
crappy	1	99.99308	99.96990	99.99360	0.999949	0.999949	
crazy	1	99.99308	99.96990	99.99360	0.999955	0.999955	
crank	1	99.99308	99.96990	99.99360	0.999955	0.999955	
craig	1	99.99308	99.96990	99.99360	0.999955	0.999955	
coveted	1	99.99381	99.96990	99.99360	0.999943	0.999943	
covering	1	99.99308	99.96990	99.99360	0.999937	0.999937	
craftsmen	1	99.99308	99.96990	99.99360	0.999931	0.999931	
cracks	1	99.99308	99.96990	99.99360	0.999949	0.999949	
cracked	1	99.99308	99.96990	99.99360	0.999943	0.999943	
coup	1	99.99308	99.96990	99.99360	0.999961	0.999961	
cover	1	99.99308	99.96990	99.99360	0.999955	0.999955	
countless	1	99.99308	99.96990	99.99360	0.999931	0.999931	
counts	1	99.99523	99.96990	99.99360	0.999959	0.999959	
counterattack	1	99.99308	99.96990	99.99360	0.999907	0.999907	
counselors	1	99.99523	99.96990	99.99360	0.999925	0.999925	
counted	1	99.99308	99.96990	99.99360	0.999943	0.999943	
corruption	1	99.99308	99.96990	99.99360	0.999925	0.999925	
costume	1	99.99308	99.96990	99.99360	0.999943	0.999943	
corridors	1	99.99308	99.96990	99.99360	0.999931	0.999931	
correctness	1	99.99523	99.96990	99.99360	0.999929	0.999929	
correctly	1	99.99523	99.96990	99.99360	0.999941	0.999941	
corresponding	1	99.99308	99.96990	99.99360	0.999907	0.999907	
correct	1	99.99308	99.96990	99.99360	0.999943	0.999943	
corporate	1	99.99381	99.96990	99.99360	0.999931	0.999931	
coquetting	1	99.99308	99.96990	99.99360	0.999925	0.999925	
corpse	1	99.99730	99.96990	99.99360	0.999964	0.999964	
coordinated	1	99.99308	99.96990	99.99360	0.999919	0.999919	
cooperative	1	99.99523	99.96990	99.99360	0.999929	0.999929	
corners	1	99.99308	99.96990	99.99360	0.999943	0.999943	
copy	1	99.99308	99.96990	99.99360	0.999961	0.999961	
coordination	1	99.99308	99.96990	99.99360	0.999913	0.999913	
convinced	1	99.99308	99.96990	99.99360	0.999931	0.999931	
convincingly	1	99.99308	99.96990	99.99360	0.999913	0.999913	
cooperates	1	99.99308	99.96990	99.99360	0.999925	0.999925	
convey	1	99.99308	99.96990	99.99360	0.999949	0.999949	
coons	1	99.99308	99.96990	99.99360	0.999955	0.999955	
conversion	1	99.99523	99.96990	99.99360	0.999925	0.999925	
controls	1	99.99308	99.96990	99.99360	0.999937	0.999937	
convenience	1	99.99308	99.96990	99.99360	0.999919	0.999919	
contradict	1	99.99381	99.96990	99.99360	0.999925	0.999925	
controlled	1	99.99308	99.96990	99.99360	0.999925	0.999925	
contradictory	1	99.99308	99.96990	99.99360	0.999907	0.999907	
contributed	1	99.99308	99.96990	99.99360	0.999919	0.999919	
continually	1	99.99381	99.96990	99.99360	0.999919	0.999919	
contrary	1	99.99523	99.96990	99.99360	0.999947	0.999947	
contentious	1	99.99308	99.96990	99.99360	0.999919	0.999919	
content	1	99.99308	99.96990	99.99360	0.999943	0.999943	
contained	1	99.99308	99.96990	99.99360	0.999931	0.999931	
contain	1	99.99308	99.96990	99.99360	0.999943	0.999943	
consumption	1	99.99308	99.96990	99.99360	0.999919	0.999919	
consultant	1	99.99308	99.96990	99.99360	0.999925	0.999925	
constructive	1	99.99308	99.96990	99.99360	0.999913	0.999913	
conspicuous	1	99.99308	99.96990	99.99360	0.999919	0.999919	
constant	1	99.99308	99.96990	99.99360	0.999937	0.999937	
considers	1	99.99308	99.96990	99.99360	0.999931	0.999931	
considerable	1	99.99308	99.96990	99.99360	0.999913	0.999913	
conserves	1	99.99308	99.96990	99.99360	0.999931	0.999931	
conjured	1	99.99308	99.96990	99.99360	0.999937	0.999937	
consider	1	99.99308	99.96990	99.99360	0.999937	0.999937	
connected	1	99.99308	99.96990	99.99360	0.999931	0.999931	
consecutively	1	99.99308	99.96990	99.99360	0.999907	0.999907	
connection	1	99.99381	99.96990	99.99360	0.999925	0.999925	
congenially	1	99.99308	99.96990	99.99360	0.999919	0.999919	
confusing	1	99.99308	99.96990	99.99360	0.999931	0.999931	
congress	1	99.99308	99.96990	99.99360	0.999937	0.999937	
connect	1	99.99381	99.96990	99.99360	0.999943	0.999943	
confirms	1	99.99308	99.96990	99.99360	0.999937	0.999937	
confronted	1	99.99308	99.96990	99.99360	0.999925	0.999925	
conferences	1	99.99308	99.96990	99.99360	0.999919	0.999919	
confidently	1	99.99308	99.96990	99.99360	0.999919	0.999919	
conditional	1	99.99308	99.96990	99.99360	0.999919	0.999919	
confidence	1	99.99308	99.96990	99.99360	0.999925	0.999925	
condition	1	99.99381	99.96990	99.99360	0.999937	0.999937	
condemns	1	99.99308	99.96990	99.99360	0.999937	0.999937	
concurrently	1	99.99730	99.96990	99.99360	0.999928	0.999928	
concussion	1	99.99523	99.96990	99.99360	0.999935	0.999935	
concurrent	1	99.99381	99.96990	99.99360	0.999925	0.999925	
concrete	1	99.99381	99.96990	99.99360	0.999937	0.999937	
conclusive	1	99.99308	99.96990	99.99360	0.999925	0.999925	
concretely	1	99.99523	99.96990	99.99360	0.999935	0.999935	
conclusions	1	99.99308	99.96990	99.99360	0.999919	0.999919	
concession	1	99.99308	99.96990	99.99360	0.999925	0.999925	
concept	1	99.99523	99.96990	99.99360	0.999953	0.999953	
concentrate	1	99.99308	99.96990	99.99360	0.999919	0.999919	
concerts	1	99.99308	99.96990	99.99360	0.999937	0.999937	
conceded	1	99.99308	99.96990	99.99360	0.999937	0.999937	
concede	1	99.99308	99.96990	99.99360	0.999943	0.999943	
computing	1	99.99308	99.96990	99.99360	0.999931	0.999931	
comradeship	1	99.99308	99.96990	99.99360	0.999919	0.999919	
comrades	1	99.99308	99.96990	99.99360	0.999937	0.999937	
computers	1	99.99308	99.96990	99.99360	0.999931	0.999931	
composer	1	99.99308	99.96990	99.99360	0.999937	0.999937	
compulsory	1	99.99523	99.96990	99.99360	0.999935	0.999935	
computer	1	99.99308	99.96990	99.99360	0.999937	0.999937	
comply	1	99.99308	99.96990	99.99360	0.999949	0.999949	
complains	1	99.99308	99.96990	99.99360	0.999931	0.999931	
complex	1	99.99308	99.96990	99.99360	0.999943	0.999943	
compliments	1	99.99523	99.96990	99.99360	0.999922	0.999922	
complications	1	99.99308	99.96990	99.99360	0.999907	0.999907	
comprehensibly	1	99.99523	99.96990	99.99360	0.999911	0.999911	
completeness	1	99.99308	99.96990	99.99360	0.999913	0.999913	
complicated	1	99.99381	99.96990	99.99360	0.999919	0.999919	
competing	1	99.99308	99.96990	99.99360	0.999931	0.999931	
competed	1	99.99308	99.96990	99.99360	0.999937	0.999937	
complaint	1	99.99308	99.96990	99.99360	0.999931	0.999931	
complained	1	99.99381	99.96990	99.99360	0.999925	0.999925	
compatible	1	99.99308	99.96990	99.99360	0.999925	0.999925	
competitor	1	99.99381	99.96990	99.99360	0.999925	0.999925	
compensate	1	99.99308	99.96990	99.99360	0.999925	0.999925	
comparable	1	99.99308	99.96990	99.99360	0.999925	0.999925	
comparison	1	99.99523	99.96990	99.99360	0.999935	0.999935	
companions	1	99.99308	99.96990	99.99360	0.999925	0.999925	
commissioned	1	99.99308	99.96990	99.99360	0.999913	0.999913	
communications	1	99.99730	99.96990	99.99360	0.999916	0.999916	
communicating	1	99.99308	99.96990	99.99360	0.999907	0.999907	
comment	1	99.99308	99.96990	99.99360	0.999943	0.999943	
commended	1	99.99308	99.96990	99.99360	0.999931	0.999931	
commented	1	99.99523	99.96990	99.99360	0.999941	0.999941	
commemorative	1	99.99308	99.96990	99.99360	0.999907	0.999907	
command	1	99.99308	99.96990	99.99360	0.999943	0.999943	
comfortably	1	99.99308	99.96990	99.99360	0.999919	0.999919	
comedy	1	99.99308	99.96990	99.99360	0.999949	0.999949	
comedian	1	99.99730	99.96990	99.99360	0.999952	0.999952	
comeback	1	99.99308	99.96990	99.99360	0.999937	0.999937	
combined	1	99.99308	99.96990	99.99360	0.999937	0.999937	
combinations	1	99.99308	99.96990	99.99360	0.999913	0.999913	
collecting	1	99.99730	99.96990	99.99360	0.999940	0.999940	
collisions	1	99.99308	99.96990	99.99360	0.999925	0.999925	
column	1	99.99308	99.96990	99.99360	0.999949	0.999949	
collapsed	1	99.99308	99.96990	99.99360	0.999931	0.999931	
collision	1	99.99523	99.96990	99.99360	0.999941	0.999941	
collect	1	99.99308	99.96990	99.99360	0.999943	0.999943	
colby	1	99.99308	99.96990	99.99360	0.999955	0.999955	
collectibles	1	99.99308	99.96990	99.99360	0.999913	0.999913	
cocktail	1	99.99308	99.96990	99.99360	0.999937	0.999937	
coburg	1	99.99730	99.96990	99.99360	0.999964	0.999964	
coherent	1	99.99308	99.96990	99.99360	0.999937	0.999937	
codenames	1	99.99308	99.96990	99.99360	0.999931	0.999931	
coat	1	99.99308	99.96990	99.99360	0.999961	0.999961	
coded	1	99.99523	99.96990	99.99360	0.999965	0.999965	
colbatzky	1	99.99308	99.96990	99.99360	0.999931	0.999931	
coburger	1	99.99381	99.96990	99.99360	0.999937	0.999937	
coercive	1	99.99308	99.96990	99.99360	0.999937	0.999937	
cm	1	99.99308	99.96990	99.99360	0.999973	0.999973	
clots	1	99.99523	99.96990	99.99360	0.999965	0.999965	
co.	1	99.99308	99.96990	99.99360	0.999967	0.999967	
clue	1	99.99308	99.96990	99.99360	0.999961	0.999961	
clothing	1	99.99308	99.96990	99.99360	0.999937	0.999937	
closes	1	99.99308	99.96990	99.99360	0.999949	0.999949	
clinked	1	99.99308	99.96990	99.99360	0.999943	0.999943	
closely	1	99.99308	99.96990	99.99360	0.999943	0.999943	
clooney	1	99.99381	99.96990	99.99360	0.999943	0.999943	
clock	1	99.99308	99.96990	99.99360	0.999955	0.999955	
clinic	1	99.99308	99.96990	99.99360	0.999949	0.999949	
climax	1	99.99308	99.96990	99.99360	0.999949	0.999949	
climb	1	99.99308	99.96990	99.99360	0.999955	0.999955	
climbing	1	99.99308	99.96990	99.99360	0.999937	0.999937	
clients	1	99.99523	99.96990	99.99360	0.999946	0.999946	
clever	1	99.99308	99.96990	99.99360	0.999949	0.999949	
clemens	1	99.99730	99.96990	99.99360	0.999958	0.999958	
clenched	1	99.99308	99.96990	99.99360	0.999937	0.999937	
clearing	1	99.99523	99.96990	99.99360	0.999947	0.999947	
cleaned	1	99.99308	99.96990	99.99360	0.999943	0.999943	
cleaning	1	99.99308	99.96990	99.99360	0.999937	0.999937	
claus	1	99.99308	99.96990	99.99360	0.999955	0.999955	
clay	1	99.99308	99.96990	99.99360	0.999961	0.999961	
claim	1	99.99308	99.96990	99.99360	0.999955	0.999955	
clamped	1	99.99454	99.96990	99.99360	0.999943	0.999943	
classics	1	99.99308	99.96990	99.99360	0.999937	0.999937	
clarity	1	99.99308	99.96990	99.99360	0.999943	0.999943	
classic	1	99.99381	99.96990	99.99360	0.999943	0.999943	
clashed	1	99.99308	99.96990	99.99360	0.999943	0.999943	
claims	1	99.99308	99.96990	99.99360	0.999949	0.999949	
cited	1	99.99308	99.96990	99.99360	0.999955	0.999955	
cigarette	1	99.99381	99.96990	99.99360	0.999931	0.999931	
civic	1	99.99308	99.96990	99.99360	0.999955	0.999955	
chrystia	1	99.99308	99.96990	99.99360	0.999937	0.999937	
circumstance	1	99.99308	99.96990	99.99360	0.999913	0.999913	
christuskirche	1	99.99308	99.96990	99.99360	0.999901	0.999901	
christopher	1	99.99730	99.96990	99.99360	0.999934	0.999934	
christians	1	99.99381	99.96990	99.99360	0.999925	0.999925	
christine	1	99.99308	99.96990	99.99360	0.999931	0.999931	
chrissy	1	99.99308	99.96990	99.99360	0.999943	0.999943	
chopin	1	99.99308	99.96990	99.99360	0.999949	0.999949	
chose	1	99.99308	99.96990	99.99360	0.999955	0.999955	
choice	1	99.99381	99.96990	99.99360	0.999949	0.999949	
chinese	1	99.99523	99.96990	99.99360	0.999946	0.999946	
chocolate	1	99.99308	99.96990	99.99360	0.999931	0.999931	
chime	1	99.99308	99.96990	99.99360	0.999955	0.999955	
chemistry	1	99.99308	99.96990	99.99360	0.999931	0.999931	
chefs	1	99.99523	99.96990	99.99360	0.999955	0.999955	
childhood	1	99.99308	99.96990	99.99360	0.999931	0.999931	
chestnuts	1	99.99523	99.96990	99.99360	0.999931	0.999931	
cheery	1	99.99308	99.96990	99.99360	0.999949	0.999949	
cheering	1	99.99381	99.96990	99.99360	0.999937	0.999937	
cheered	1	99.99308	99.96990	99.99360	0.999943	0.999943	
cheeky	1	99.99308	99.96990	99.99360	0.999949	0.999949	
cheekily	1	99.99308	99.96990	99.99360	0.999937	0.999937	
cheek	1	99.99523	99.96990	99.99360	0.999965	0.999965	
chaussee	1	99.99308	99.96990	99.99360	0.999937	0.999937	
checked	1	99.99308	99.96990	99.99360	0.999943	0.999943	
cheating	1	99.99308	99.96990	99.99360	0.999937	0.999937	
characterized	1	99.99308	99.96990	99.99360	0.999907	0.999907	
character	1	99.99381	99.96990	99.99360	0.999931	0.999931	
charging	1	99.99523	99.96990	99.99360	0.999947	0.999947	
cheap	1	99.99381	99.96990	99.99360	0.999955	0.999955	
chapter	1	99.99308	99.96990	99.99360	0.999943	0.999943	
champagne	1	99.99523	99.96990	99.99360	0.999941	0.999941	
chaos	1	99.99308	99.96990	99.99360	0.999955	0.999955	
challenges	1	99.99308	99.96990	99.99360	0.999925	0.999925	
chancellors	1	99.99308	99.96990	99.99360	0.999919	0.999919	
chairwoman	1	99.99523	99.96990	99.99360	0.999928	0.999928	
challenge	1	99.99308	99.96990	99.99360	0.999931	0.999931	
chagrin	1	99.99381	99.96990	99.99360	0.999943	0.999943	
ceramic	1	99.99308	99.96990	99.99360	0.999943	0.999943	
cent	1	99.99308	99.96990	99.99360	0.999961	0.999961	
celebrity	1	99.99308	99.96990	99.99360	0.999931	0.999931	
centerpiece	1	99.99523	99.96990	99.99360	0.999922	0.999922	
celebs	1	99.99308	99.96990	99.99360	0.999949	0.999949	
celebrities	1	99.99308	99.96990	99.99360	0.999919	0.999919	
cautioned	1	99.99523	99.96990	99.99360	0.999937	0.999937	
cech	1	99.99308	99.96990	99.99360	0.999961	0.999961	
celebration	1	99.99308	99.96990	99.99360	0.999919	0.999919	
causa	1	99.99308	99.96990	99.99360	0.999955	0.999955	
causing	1	99.99308	99.96990	99.99360	0.999943	0.999943	
cattle	1	99.99308	99.96990	99.99360	0.999949	0.999949	
catholics	1	99.99730	99.96990	99.99360	0.999946	0.999946	
cathcart	1	99.99308	99.96990	99.99360	0.999937	0.999937	
catering	1	99.99381	99.96990	99.99360	0.999937	0.999937	
catenary	1	99.99308	99.96990	99.99360	0.999937	0.999937	
category	1	99.99308	99.96990	99.99360	0.999937	0.999937	
catchiness	1	99.99308	99.96990	99.99360	0.999925	0.999925	
catalans	1	99.99523	99.96990	99.99360	0.999947	0.999947	
casually	1	99.99308	99.96990	99.99360	0.999937	0.999937	
cash	1	99.99308	99.96990	99.99360	0.999961	0.999961	
carriages	1	99.99308	99.96990	99.99360	0.999931	0.999931	
cashiers	1	99.99308	99.96990	99.99360	0.999937	0.999937	
carpet	1	99.99308	99.96990	99.99360	0.999949	0.999949	
careful	1	99.99308	99.96990	99.99360	0.999943	0.999943	
carles	1	99.99308	99.96990	99.99360	0.999949	0.999949	
capsule	1	99.99308	99.96990	99.99360	0.999943	0.999943	
captivates	1	99.99308	99.96990	99.99360	0.999925	0.999925	
carolin	1	99.99308	99.96990	99.99360	0.999943	0.999943	
carla	1	99.99308	99.96990	99.99360	0.999955	0.999955	
cared	1	99.99523	99.96990	99.99360	0.999961	0.999961	
capture	1	99.99308	99.96990	99.99360	0.999943	0.999943	
cannes	1	99.99308	99.96990	99.99360	0.999949	0.999949	
candlelight	1	99.99308	99.96990	99.99360	0.999919	0.999919	
capitalism	1	99.99308	99.96990	99.99360	0.999925	0.999925	
candidancy	1	99.99308	99.96990	99.99360	0.999925	0.999925	
candidacy	1	99.99308	99.96990	99.99360	0.999931	0.999931	
cancel	1	99.99381	99.96990	99.99360	0.999949	0.999949	
canadian	1	99.99308	99.96990	99.99360	0.999937	0.999937	
cancellations	1	99.99308	99.96990	99.99360	0.999907	0.999907	
camps	1	99.99308	99.96990	99.99360	0.999955	0.999955	
campaigned	1	99.99308	99.96990	99.99360	0.999925	0.999925	
campaign	1	99.99308	99.96990	99.99360	0.999937	0.999937	
cameras	1	99.99308	99.96990	99.99360	0.999943	0.999943	
camera	1	99.99308	99.96990	99.99360	0.999949	0.999949	
cameo	1	99.99308	99.96990	99.99360	0.999955	0.999955	
calmed	1	99.99308	99.96990	99.99360	0.999949	0.999949	
calling	1	99.99308	99.96990	99.99360	0.999943	0.999943	
calm	1	99.99308	99.96990	99.99360	0.999961	0.999961	
calendar	1	99.99308	99.96990	99.99360	0.999937	0.999937	
