Type	Frequency	CHRF1	CHRF3
column	1	0.999967	0.999952	
combinations	1	0.999949	0.999920	
collisions	1	0.999955	0.999931	
collision	1	0.999968	0.999946	
collecting	1	0.999970	0.999946	
collectibles	1	0.999949	0.999920	
collect	1	0.999964	0.999947	
collapsed	1	0.999958	0.999936	
colby	1	0.999970	0.999958	
colbatzky	1	0.999958	0.999936	
codenames	1	0.999958	0.999936	
coherent	1	0.999961	0.999942	
coercive	1	0.999961	0.999942	
coded	1	0.999980	0.999968	
coburger	1	0.999961	0.999942	
cocktail	1	0.999961	0.999942	
coburg	1	0.999982	0.999968	
co.	1	0.999976	0.999969	
coat	1	0.999973	0.999963	
cm	1	0.999979	0.999974	
clue	1	0.999973	0.999963	
clots	1	0.999980	0.999968	
clothing	1	0.999961	0.999942	
closely	1	0.999973	0.999956	
closes	1	0.999967	0.999952	
clooney	1	0.999964	0.999947	
clock	1	0.999970	0.999958	
clinked	1	0.999964	0.999947	
clinic	1	0.999967	0.999952	
climbing	1	0.999961	0.999942	
climax	1	0.999967	0.999952	
climb	1	0.999970	0.999958	
clients	1	0.999967	0.999950	
clever	1	0.999967	0.999952	
clenched	1	0.999961	0.999942	
clemens	1	0.999979	0.999962	
clearing	1	0.999971	0.999952	
cleaning	1	0.999961	0.999942	
cleaned	1	0.999964	0.999947	
claus	1	0.999970	0.999958	
clay	1	0.999973	0.999963	
classics	1	0.999961	0.999942	
classic	1	0.999964	0.999947	
clarity	1	0.999964	0.999947	
clashed	1	0.999964	0.999947	
clamped	1	0.999964	0.999947	
claim	1	0.999970	0.999958	
claims	1	0.999967	0.999952	
civic	1	0.999975	0.999963	
cited	1	0.999970	0.999958	
circumstance	1	0.999954	0.999925	
chrystia	1	0.999961	0.999942	
cigarette	1	0.999958	0.999936	
christuskirche	1	0.999952	0.999918	
christopher	1	0.999967	0.999941	
christine	1	0.999958	0.999936	
christians	1	0.999955	0.999931	
chrissy	1	0.999964	0.999947	
chose	1	0.999970	0.999958	
chopin	1	0.999967	0.999952	
choice	1	0.999967	0.999952	
chocolate	1	0.999958	0.999936	
chime	1	0.999970	0.999958	
chestnuts	1	0.999958	0.999936	
chinese	1	0.999974	0.999957	
childhood	1	0.999958	0.999936	
chefs	1	0.999975	0.999963	
chemistry	1	0.999958	0.999936	
cheery	1	0.999972	0.999957	
cheered	1	0.999964	0.999947	
cheering	1	0.999966	0.999947	
cheeky	1	0.999967	0.999952	
cheek	1	0.999980	0.999968	
cheekily	1	0.999961	0.999942	
checked	1	0.999964	0.999947	
cheap	1	0.999970	0.999958	
cheating	1	0.999961	0.999942	
chaussee	1	0.999961	0.999942	
charging	1	0.999971	0.999952	
characterized	1	0.999946	0.999915	
character	1	0.999958	0.999936	
chapter	1	0.999964	0.999947	
champagne	1	0.999968	0.999946	
chaos	1	0.999970	0.999958	
challenges	1	0.999955	0.999931	
chancellors	1	0.999952	0.999925	
challenge	1	0.999958	0.999936	
chagrin	1	0.999964	0.999947	
chairwoman	1	0.999958	0.999934	
ceramic	1	0.999964	0.999947	
cent	1	0.999973	0.999963	
centerpiece	1	0.999960	0.999933	
celebrity	1	0.999958	0.999936	
celebs	1	0.999967	0.999952	
cech	1	0.999973	0.999963	
celebration	1	0.999952	0.999925	
celebrities	1	0.999952	0.999925	
cautioned	1	0.999964	0.999942	
causing	1	0.999964	0.999947	
causa	1	0.999970	0.999958	
catholics	1	0.999973	0.999951	
cattle	1	0.999967	0.999952	
cathcart	1	0.999961	0.999942	
catering	1	0.999961	0.999942	
catenary	1	0.999961	0.999942	
category	1	0.999961	0.999942	
catchiness	1	0.999955	0.999931	
casually	1	0.999961	0.999942	
catalans	1	0.999971	0.999952	
cashiers	1	0.999961	0.999942	
cash	1	0.999973	0.999963	
carriages	1	0.999963	0.999941	
carpet	1	0.999967	0.999952	
carolin	1	0.999964	0.999947	
carla	1	0.999970	0.999958	
careful	1	0.999964	0.999947	
carles	1	0.999967	0.999952	
cared	1	0.999976	0.999964	
capture	1	0.999964	0.999947	
captivates	1	0.999955	0.999931	
capitalism	1	0.999955	0.999931	
capsule	1	0.999964	0.999947	
cannes	1	0.999967	0.999952	
candidancy	1	0.999955	0.999931	
candlelight	1	0.999952	0.999925	
candidacy	1	0.999958	0.999936	
cancel	1	0.999967	0.999952	
cancellations	1	0.999946	0.999915	
canadian	1	0.999961	0.999942	
camps	1	0.999970	0.999958	
campaigned	1	0.999955	0.999931	
campaign	1	0.999966	0.999947	
cameras	1	0.999965	0.999948	
camera	1	0.999967	0.999952	
cameo	1	0.999970	0.999958	
calmed	1	0.999967	0.999952	
calm	1	0.999973	0.999963	
calling	1	0.999964	0.999947	
calendar	1	0.999961	0.999942	
calculators	1	0.999952	0.999925	
calculations	1	0.999954	0.999925	
calculates	1	0.999955	0.999931	
calculating	1	0.999962	0.999936	
cajón	1	0.999970	0.999958	
cakes	1	0.999970	0.999958	
cäcilia	1	0.999964	0.999947	
c	1	0.999982	0.999979	
c.	1	0.999979	0.999974	
bypassed	1	0.999961	0.999942	
bwa	1	0.999991	0.999984	
bvb	1	0.999976	0.999969	
butts	1	0.999970	0.999958	
busy	1	0.999973	0.999963	
buy	1	0.999976	0.999969	
businesses	1	0.999965	0.999941	
bushes	1	0.999967	0.999952	
buschschlüter	1	0.999956	0.999925	
bush	1	0.999973	0.999963	
buschkötter	1	0.999953	0.999926	
burglar	1	0.999974	0.999957	
burning	1	0.999964	0.999947	
burnt	1	0.999971	0.999959	
bürgerzentrum	1	0.999946	0.999915	
bullet	1	0.999967	0.999952	
bundled	1	0.999964	0.999947	
bulk	1	0.999973	0.999963	
buhl	1	0.999973	0.999963	
buildings	1	0.999963	0.999941	
buffer	1	0.999967	0.999952	
budgetary	1	0.999958	0.999936	
bsc	1	0.999976	0.999969	
brutally	1	0.999966	0.999947	
bruun	1	0.999970	0.999958	
bubbles	1	0.999974	0.999957	
brutality	1	0.999958	0.999936	
brunch	1	0.999967	0.999952	
bruland	1	0.999964	0.999947	
brussels	1	0.999961	0.999942	
broth	1	0.999970	0.999958	
bruising	1	0.999961	0.999942	
broker	1	0.999977	0.999963	
brown	1	0.999970	0.999958	
brockmanns	1	0.999955	0.999931	
broadcast	1	0.999958	0.999936	
broader	1	0.999969	0.999952	
britain	1	0.999974	0.999957	
brinkmann	1	0.999958	0.999936	
brigitte	1	0.999961	0.999942	
brings	1	0.999967	0.999952	
brilliant	1	0.999963	0.999941	
brenner	1	0.999964	0.999947	
brexit	1	0.999967	0.999952	
brightened	1	0.999955	0.999931	
bright	1	0.999967	0.999952	
bregenz	1	0.999964	0.999947	
bremer	1	0.999976	0.999961	
bregenhorn	1	0.999955	0.999931	
breeding	1	0.999961	0.999942	
breed	1	0.999970	0.999958	
breathed	1	0.999966	0.999947	
breath	1	0.999967	0.999952	
breakthrough	1	0.999949	0.999920	
breaks	1	0.999967	0.999952	
brawls	1	0.999982	0.999968	
breakfast	1	0.999961	0.999939	
bravo	1	0.999970	0.999958	
bratwurst	1	0.999958	0.999936	
brass	1	0.999970	0.999958	
brandhoveweg	1	0.999959	0.999930	
brasilia	1	0.999961	0.999942	
bram	1	0.999973	0.999963	
brakes	1	0.999967	0.999952	
branches	1	0.999961	0.999942	
brake	1	0.999980	0.999968	
boxes	1	0.999980	0.999968	
brain	1	0.999970	0.999958	
boxer	1	0.999970	0.999958	
bouncy	1	0.999967	0.999952	
bottled	1	0.999969	0.999952	
bottlenecks	1	0.999967	0.999941	
bother	1	0.999967	0.999952	
borisch	1	0.999967	0.999950	
boris	1	0.999970	0.999958	
boredom	1	0.999974	0.999957	
bore	1	0.999973	0.999963	
borders	1	0.999969	0.999952	
boost	1	0.999970	0.999958	
booking	1	0.999964	0.999947	
booed	1	0.999980	0.999968	
boos	1	0.999973	0.999963	
boon	1	0.999973	0.999963	
bonse	1	0.999970	0.999958	
bombs	1	0.999970	0.999958	
bonucci	1	0.999964	0.999947	
bolte	1	0.999970	0.999958	
boldly	1	0.999967	0.999952	
bodyguards	1	0.999955	0.999931	
bodies	1	0.999967	0.999952	
boer	1	0.999973	0.999963	
bodin	1	0.999970	0.999958	
bob	1	0.999976	0.999969	
bobby	1	0.999970	0.999958	
bmx	1	0.999976	0.999969	
blows	1	0.999980	0.999968	
blueprints	1	0.999955	0.999931	
blome	1	0.999970	0.999958	
blocks	1	0.999967	0.999952	
blinds	1	0.999967	0.999952	
blatant	1	0.999964	0.999947	
blankets	1	0.999961	0.999942	
blasey	1	0.999967	0.999952	
björn	1	0.999970	0.999958	
bizarre	1	0.999964	0.999947	
bistro	1	0.999967	0.999952	
birds	1	0.999970	0.999958	
binds	1	0.999970	0.999958	
billionaire	1	0.999952	0.999925	
bins	1	0.999973	0.999963	
biological	1	0.999955	0.999931	
billerbeck	1	0.999970	0.999946	
bikes	1	0.999970	0.999958	
bilateral	1	0.999958	0.999936	
bierhoff	1	0.999971	0.999952	
bieler	1	0.999967	0.999952	
bids	1	0.999973	0.999963	
bielefeld	1	0.999968	0.999946	
bidirectional	1	0.999946	0.999915	
biberach	1	0.999971	0.999952	
bible	1	0.999975	0.999963	
bezirksobstbauverein	1	0.999925	0.999877	
bg	1	0.999979	0.999974	
beverages	1	0.999958	0.999936	
betzn	1	0.999970	0.999958	
bettringen	1	0.999955	0.999931	
benz	1	0.999973	0.999963	
besides	1	0.999979	0.999962	
berg	1	0.999983	0.999973	
bern	1	0.999983	0.999973	
bensmann	1	0.999961	0.999942	
benfica	1	0.999964	0.999947	
beneficial	1	0.999956	0.999932	
bending	1	0.999964	0.999947	
bendschneider	1	0.999946	0.999915	
ben	1	0.999991	0.999984	
belonged	1	0.999961	0.999942	
believes	1	0.999961	0.999942	
belgrade	1	0.999961	0.999942	
belgian	1	0.999964	0.999947	
belgium	1	0.999974	0.999957	
belated	1	0.999969	0.999952	
behavior	1	0.999961	0.999942	
behrens	1	0.999969	0.999952	
behaved	1	0.999964	0.999947	
begins	1	0.999967	0.999952	
beds	1	0.999973	0.999963	
beforehand	1	0.999966	0.999942	
beekeepers	1	0.999955	0.999931	
beethoven	1	0.999958	0.999936	
beefy	1	0.999970	0.999958	
bed	1	0.999979	0.999972	
becomes	1	0.999964	0.999947	
beckmann	1	0.999961	0.999942	
beautification	1	0.999944	0.999910	
beats	1	0.999970	0.999958	
beatles	1	0.999974	0.999957	
beatrice	1	0.999961	0.999942	
beate	1	0.999970	0.999958	
beach	1	0.999970	0.999958	
beams	1	0.999970	0.999958	
bears	1	0.999970	0.999958	
bc	1	0.999989	0.999984	
baur	1	0.999978	0.999968	
bbl	1	0.999976	0.999969	
battery	1	0.999965	0.999948	
bathe	1	0.999970	0.999958	
basque	1	0.999967	0.999952	
bathed	1	0.999967	0.999952	
bass	1	0.999973	0.999963	
battered	1	0.999961	0.999942	
basf	1	0.999973	0.999963	
basement	1	0.999961	0.999942	
barred	1	0.999967	0.999952	
barclay	1	0.999964	0.999947	
barely	1	0.999967	0.999952	
barbarism	1	0.999958	0.999936	
bareksai	1	0.999967	0.999948	
barbara	1	0.999979	0.999962	
bans	1	0.999973	0.999963	
bandwidth	1	0.999961	0.999939	
banned	1	0.999967	0.999952	
baltic	1	0.999967	0.999952	
balkans	1	0.999964	0.999947	
ballad	1	0.999967	0.999952	
balkan	1	0.999967	0.999952	
balearic	1	0.999961	0.999942	
baer	1	0.999973	0.999963	
balance	1	0.999974	0.999957	
baesweilers	1	0.999952	0.999925	
baden	1	0.999975	0.999963	
bagatskis	1	0.999963	0.999941	
badly	1	0.999980	0.999968	
backwards	1	0.999958	0.999936	
backing	1	0.999964	0.999947	
bach	1	0.999973	0.999963	
backfired	1	0.999958	0.999936	
backpedaled	1	0.999952	0.999925	
baby	1	0.999973	0.999963	
awareness	1	0.999958	0.999936	
b217	1	0.999988	0.999978	
awarding	1	0.999961	0.999942	
award	1	0.999980	0.999968	
awaited	1	0.999964	0.999947	
aviation	1	0.999961	0.999942	
averhage	1	0.999961	0.999942	
automobilwoche	1	0.999943	0.999909	
avenue	1	0.999972	0.999957	
auxerre	1	0.999964	0.999947	
autopapst	1	0.999958	0.999936	
authorisations	1	0.999943	0.999909	
austen	1	0.999977	0.999963	
automobiles	1	0.999952	0.999925	
augustine	1	0.999973	0.999951	
auen	1	0.999973	0.999963	
audiences	1	0.999958	0.999936	
attracts	1	0.999961	0.999942	
attributed	1	0.999955	0.999931	
attending	1	0.999958	0.999936	
attend	1	0.999972	0.999957	
attendees	1	0.999958	0.999936	
attended	1	0.999961	0.999942	
attempting	1	0.999955	0.999931	
attackers	1	0.999968	0.999946	
atom	1	0.999978	0.999968	
attacker	1	0.999961	0.999942	
astonished	1	0.999955	0.999931	
atalan	1	0.999967	0.999952	
assured	1	0.999973	0.999956	
assume	1	0.999967	0.999952	
associated	1	0.999955	0.999931	
assists	1	0.999964	0.999947	
assistance	1	0.999955	0.999931	
assessments	1	0.999952	0.999925	
assessment	1	0.999955	0.999931	
assertiveness	1	0.999946	0.999915	
assault	1	0.999965	0.999948	
assembly	1	0.999961	0.999942	
asphalted	1	0.999968	0.999946	
aspects	1	0.999964	0.999947	
asks	1	0.999973	0.999963	
asparagus	1	0.999958	0.999936	
asians	1	0.999972	0.999957	
asia	1	0.999978	0.999968	
asian	1	0.999970	0.999958	
ashore	1	0.999967	0.999952	
ascheröder	1	0.999955	0.999931	
ascension	1	0.999963	0.999941	
artistic	1	0.999961	0.999942	
arson	1	0.999980	0.999968	
arrival	1	0.999964	0.999947	
arrest	1	0.999967	0.999952	
aroused	1	0.999969	0.999952	
army	1	0.999973	0.999963	
arlberg	1	0.999964	0.999947	
armin	1	0.999970	0.999958	
arguments	1	0.999958	0.999936	
arm	1	0.999976	0.999969	
arguing	1	0.999969	0.999952	
architecture	1	0.999960	0.999931	
argue	1	0.999970	0.999958	
argentina	1	0.999973	0.999951	
archeology	1	0.999956	0.999932	
apps	1	0.999973	0.999963	
aquaclean	1	0.999958	0.999936	
approx	1	0.999967	0.999952	
approves	1	0.999962	0.999943	
appropriate	1	0.999952	0.999925	
apprentice	1	0.999955	0.999931	
appreciation	1	0.999949	0.999920	
appreciated	1	0.999952	0.999925	
appraisal	1	0.999968	0.999946	
appoint	1	0.999964	0.999947	
applied	1	0.999964	0.999947	
applauds	1	0.999961	0.999942	
appears	1	0.999964	0.999947	
appetizers	1	0.999955	0.999931	
appear	1	0.999972	0.999957	
ap	1	0.999979	0.999974	
anywhere	1	0.999971	0.999952	
aparecido	1	0.999967	0.999945	
appeal	1	0.999967	0.999952	
anytime	1	0.999964	0.999947	
anymore	1	0.999964	0.999947	
anybody	1	0.999974	0.999957	
antonio	1	0.999964	0.999947	
anticipated	1	0.999952	0.999925	
anomaly	1	0.999964	0.999947	
anna	1	0.999973	0.999963	
announces	1	0.999958	0.999936	
angle	1	0.999975	0.999963	
anger	1	0.999981	0.999969	
angererhofweg	1	0.999956	0.999925	
anett	1	0.999970	0.999958	
angelique	1	0.999958	0.999936	
andres	1	0.999967	0.999952	
andré	1	0.999970	0.999958	
ancestry	1	0.999961	0.999942	
analysis	1	0.999961	0.999942	
anachronistic	1	0.999946	0.999915	
analyses	1	0.999961	0.999942	
analogue	1	0.999966	0.999947	
amphlett	1	0.999961	0.999942	
amounted	1	0.999961	0.999942	
amongst	1	0.999965	0.999948	
ammounced	1	0.999958	0.999936	
amine	1	0.999970	0.999958	
amid	1	0.999978	0.999968	
american	1	0.999961	0.999942	
amicably	1	0.999966	0.999947	
ambience	1	0.999971	0.999952	
amended	1	0.999964	0.999947	
ambassador	1	0.999955	0.999931	
aloud	1	0.999970	0.999958	
aluminum	1	0.999961	0.999942	
alsergrund	1	0.999965	0.999941	
alpine	1	0.999967	0.999952	
alois	1	0.999970	0.999958	
allgemeine	1	0.999960	0.999936	
allegedly	1	0.999958	0.999936	
allowing	1	0.999961	0.999942	
alliance	1	0.999971	0.999952	
alive	1	0.999979	0.999967	
alex	1	0.999973	0.999963	
alexis	1	0.999967	0.999952	
alerted	1	0.999964	0.999947	
alcohol	1	0.999964	0.999947	
alcoholic	1	0.999958	0.999936	
albert	1	0.999977	0.999963	
alcacer	1	0.999964	0.999947	
aktuelle	1	0.999961	0.999942	
albatros	1	0.999961	0.999942	
alassane	1	0.999976	0.999957	
aj	1	0.999984	0.999979	
airbus	1	0.999967	0.999952	
aisles	1	0.999967	0.999952	
airfield	1	0.999971	0.999952	
ainars	1	0.999967	0.999952	
aims	1	0.999973	0.999963	
aiming	1	0.999967	0.999952	
ahlers	1	0.999967	0.999952	
ahlener	1	0.999964	0.999947	
agriculture	1	0.999952	0.999925	
agreements	1	0.999960	0.999936	
aged	1	0.999973	0.999963	
aftershocks	1	0.999952	0.999925	
africa	1	0.999967	0.999952	
afghan	1	0.999982	0.999968	
affiliation	1	0.999952	0.999925	
affecting	1	0.999958	0.999936	
affairs	1	0.999964	0.999947	
affordable	1	0.999955	0.999931	
affection	1	0.999958	0.999936	
aek	1	0.999981	0.999974	
advocates	1	0.999958	0.999936	
advice	1	0.999972	0.999957	
advocated	1	0.999958	0.999936	
adversities	1	0.999962	0.999936	
advances	1	0.999961	0.999942	
adores	1	0.999967	0.999952	
advance	1	0.999966	0.999949	
adoption	1	0.999961	0.999942	
adopt	1	0.999980	0.999968	
adolph	1	0.999967	0.999952	
admonisher	1	0.999965	0.999941	
adolf	1	0.999970	0.999958	
admitted	1	0.999961	0.999942	
admits	1	0.999967	0.999952	
admission	1	0.999958	0.999936	
adler	1	0.999970	0.999958	
admired	1	0.999964	0.999947	
adi	1	0.999976	0.999969	
adherents	1	0.999958	0.999936	
adherence	1	0.999958	0.999936	
adapt	1	0.999975	0.999963	
addressing	1	0.999970	0.999946	
adam	1	0.999978	0.999968	
adding	1	0.999967	0.999952	
ad	1	0.999979	0.999974	
acute	1	0.999975	0.999963	
actual	1	0.999967	0.999952	
acting	1	0.999967	0.999952	
activities	1	0.999955	0.999931	
acquit	1	0.999967	0.999952	
acted	1	0.999970	0.999958	
acquired	1	0.999961	0.999942	
acquaintance	1	0.999954	0.999925	
achieving	1	0.999963	0.999941	
achievement	1	0.999952	0.999925	
accuses	1	0.999967	0.999950	
accuser	1	0.999964	0.999947	
accusations	1	0.999963	0.999936	
accuse	1	0.999967	0.999952	
accurate	1	0.999961	0.999942	
accusation	1	0.999965	0.999941	
accurately	1	0.999955	0.999931	
accumulated	1	0.999962	0.999936	
accounts	1	0.999971	0.999952	
accordion	1	0.999958	0.999936	
accomplishment	1	0.999953	0.999919	
accomplishes	1	0.999954	0.999925	
accessing	1	0.999973	0.999951	
accommodated	1	0.999959	0.999930	
accelerate	1	0.999955	0.999931	
accented	1	0.999961	0.999942	
accessible	1	0.999955	0.999931	
abu	1	0.999976	0.999969	
abuse	1	0.999979	0.999967	
abbreviation	1	0.999949	0.999920	
absence	1	0.999969	0.999952	
abtswinder	1	0.999955	0.999931	
abroad	1	0.999978	0.999964	
a8	1	0.999979	0.999974	
ability	1	0.999964	0.999947	
aargauer	1	0.999964	0.999945	
a7	1	0.999984	0.999979	
a5	1	0.999979	0.999974	
a6	1	0.999979	0.999974	
a2	1	0.999979	0.999974	
a.	1	0.999979	0.999974	
99	1	0.999994	0.999989	
981	1	0.999976	0.999969	
980	1	0.999976	0.999969	
98	1	0.999979	0.999974	
94	1	0.999979	0.999974	
93	1	0.999979	0.999974	
91st	1	0.999973	0.999963	
92	1	0.999979	0.999974	
90th	1	0.999973	0.999963	
9113	1	0.999973	0.999963	
89.69	1	0.999970	0.999958	
91	1	0.999979	0.999974	
90.5	1	0.999979	0.999969	
89.0	1	0.999973	0.999963	
87.0	1	0.999973	0.999963	
87	1	0.999989	0.999984	
86.5	1	0.999973	0.999963	
85.5	1	0.999973	0.999963	
85.0	1	0.999973	0.999963	
80s	1	0.999986	0.999979	
822	1	0.999976	0.999969	
81	1	0.999985	0.999980	
809	1	0.999976	0.999969	
7th	1	0.999976	0.999969	
77th	1	0.999973	0.999963	
77	1	0.999979	0.999974	
75th	1	0.999973	0.999963	
7.5	1	0.999976	0.999969	
72nd	1	0.999973	0.999963	
74th	1	0.999973	0.999963	
7.4	1	0.999986	0.999979	
71	1	0.999985	0.999980	
7,000	1	0.999970	0.999958	
70th	1	0.999973	0.999963	
6th	1	0.999976	0.999969	
6.8	1	0.999976	0.999969	
68th	1	0.999973	0.999963	
67	1	0.999979	0.999974	
66	1	0.999979	0.999974	
62nd	1	0.999979	0.999969	
63	1	0.999979	0.999974	
63rd	1	0.999973	0.999963	
61	1	0.999979	0.999974	
60s	1	0.999986	0.999979	
60,000	1	0.999967	0.999952	
5.9	1	0.999976	0.999969	
59	1	0.999979	0.999974	
555	1	0.999976	0.999969	
54	1	0.999979	0.999974	
53.4	1	0.999973	0.999963	
53	1	0.999979	0.999974	
50s	1	0.999976	0.999969	
51	1	0.999979	0.999974	
50.9	1	0.999973	0.999963	
47.8	1	0.999973	0.999963	
4th	1	0.999976	0.999969	
49.3	1	0.999973	0.999963	
47.6	1	0.999973	0.999963	
46ers	1	0.999970	0.999958	
46.7	1	0.999973	0.999963	
46,300	1	0.999967	0.999952	
4.6	1	0.999976	0.999969	
45.1	1	0.999973	0.999963	
450,000	1	0.999964	0.999947	
44.0	1	0.999973	0.999963	
448	1	0.999977	0.999970	
44	1	0.999979	0.999974	
43rd	1	0.999973	0.999963	
438	1	0.999976	0.999969	
42.1	1	0.999973	0.999963	
3er	1	0.999986	0.999979	
416	1	0.999976	0.999969	
4244	1	0.999983	0.999973	
382	1	0.999976	0.999969	
3.8	1	0.999976	0.999969	
380	1	0.999976	0.999969	
38,000	1	0.999967	0.999952	
36th	1	0.999973	0.999963	
376	1	0.999976	0.999969	
355	1	0.999976	0.999969	
35	1	0.999979	0.999974	
34	1	0.999985	0.999980	
3.4.2	1	0.999970	0.999958	
333	1	0.999986	0.999979	
33,000	1	0.999967	0.999952	
33	1	0.999979	0.999974	
30.5	1	0.999973	0.999963	
305	1	0.999991	0.999984	
3000	1	0.999973	0.999963	
300	1	0.999976	0.999969	
280,000	1	0.999964	0.999947	
28th	1	0.999983	0.999973	
2,700	1	0.999970	0.999958	
26th	1	0.999973	0.999963	
250	1	0.999976	0.999969	
26m	1	0.999976	0.999969	
24th	1	0.999973	0.999963	
2.4	1	0.999976	0.999969	
22.00	1	0.999970	0.999958	
220	1	0.999976	0.999969	
217	1	0.999976	0.999969	
21th	1	0.999973	0.999963	
214	1	0.999976	0.999969	
20s	1	0.999976	0.999969	
2032	1	0.999973	0.999963	
2023	1	0.999973	0.999963	
2015	1	0.999973	0.999963	
2014	1	0.999973	0.999963	
2013	1	0.999973	0.999963	
2012	1	0.999983	0.999973	
2011	1	0.999983	0.999973	
200th	1	0.999985	0.999973	
2010	1	0.999973	0.999963	
2005	1	0.999983	0.999973	
2007	1	0.999973	0.999963	
2006	1	0.999973	0.999963	
20.00	1	0.999970	0.999958	
1982	1	0.999979	0.999969	
2.0	1	0.999986	0.999979	
2,000	1	0.999970	0.999958	
1985	1	0.999979	0.999969	
1983	1	0.999973	0.999963	
1978	1	0.999979	0.999969	
1977	1	0.999974	0.999964	
1964	1	0.999973	0.999963	
1939	1	0.999973	0.999963	
1950	1	0.999973	0.999963	
1929	1	0.999973	0.999963	
1901	1	0.999979	0.999969	
190	1	0.999976	0.999969	
185th	1	0.999985	0.999973	
1766	1	0.999973	0.999963	
18th	1	0.999973	0.999963	
160	1	0.999976	0.999969	
150,000	1	0.999964	0.999947	
15th	1	0.999973	0.999963	
15,000	1	0.999967	0.999952	
13th	1	0.999973	0.999963	
133	1	0.999976	0.999969	
14.13	1	0.999976	0.999964	
13.30	1	0.999970	0.999958	
130	1	0.999976	0.999969	
12th	1	0.999973	0.999963	
125th	1	0.999973	0.999961	
12.5	1	0.999973	0.999963	
120th	1	0.999970	0.999958	
11th	1	0.999973	0.999963	
125	1	0.999976	0.999969	
10th	1	0.999973	0.999963	
1000	1	0.999973	0.999963	
1,000	1	0.999970	0.999958	
1.1	1	0.999976	0.999969	
